sentence_number,sentence,word,cloze_prob
1588,"During the violent storm, lightning struck the house's",porch,0.01
1588,"During the violent storm, lightning struck the house's",bridle,0.01
1588,"During the violent storm, lightning struck the house's",garage,0.01
1589,Stella bought the dog when he was a young,puppy,0.93
1589,Stella bought the dog when he was a young,girl,0.04
1589,Stella bought the dog when he was a young,child,0.01
1589,Stella bought the dog when he was a young,man,0.01
1589,Stella bought the dog when he was a young,boy,0.01
1590,"During the campfire, the heavy smoke made Lance",cough,0.74
1590,"During the campfire, the heavy smoke made Lance",choke,0.05
1590,"During the campfire, the heavy smoke made Lance",wince,0.04
1590,"During the campfire, the heavy smoke made Lance",sick,0.03
1590,"During the campfire, the heavy smoke made Lance",gag,0.02
1590,"During the campfire, the heavy smoke made Lance",cry,0.02
1590,"During the campfire, the heavy smoke made Lance",sneeze,0.02
1590,"During the campfire, the heavy smoke made Lance",uncomfortable,0.01
1590,"During the campfire, the heavy smoke made Lance",gasp,0.01
1590,"During the campfire, the heavy smoke made Lance",weep,0.01
1590,"During the campfire, the heavy smoke made Lance",cringe,0.01
1590,"During the campfire, the heavy smoke made Lance",leave,0.01
1590,"During the campfire, the heavy smoke made Lance",move,0.01
1590,"During the campfire, the heavy smoke made Lance",wheeze,0.01
1590,"During the campfire, the heavy smoke made Lance",squint,0.01
1590,"During the campfire, the heavy smoke made Lance",dizzy,0.01
1591,While hiking in Canada the couple saw a,moose,0.49
1591,While hiking in Canada the couple saw a,bear,0.32
1591,While hiking in Canada the couple saw a,deer,0.1
1591,While hiking in Canada the couple saw a,caribou,0.02
1591,While hiking in Canada the couple saw a,goose,0.02
1591,While hiking in Canada the couple saw a,squirrel,0.01
1591,While hiking in Canada the couple saw a,eagle,0.01
1591,While hiking in Canada the couple saw a,mountain,0.01
1591,While hiking in Canada the couple saw a,rainbow,0.01
1591,While hiking in Canada the couple saw a,elk,0.01
1592,"An experienced sailor, she knew how to use the",sail,0.27
1592,"An experienced sailor, she knew how to use the",compass,0.21
1592,"An experienced sailor, she knew how to use the",rope,0.07
1592,"An experienced sailor, she knew how to use the",rudder,0.07
1592,"An experienced sailor, she knew how to use the",boat,0.06
1592,"An experienced sailor, she knew how to use the",wheel,0.06
1592,"An experienced sailor, she knew how to use the",rigging,0.04
1592,"An experienced sailor, she knew how to use the",wind,0.03
1592,"An experienced sailor, she knew how to use the",tiller,0.03
1592,"An experienced sailor, she knew how to use the",ship,0.02
1592,"An experienced sailor, she knew how to use the",pole,0.02
1592,"An experienced sailor, she knew how to use the",oar,0.02
1592,"An experienced sailor, she knew how to use the",horn,0.01
1592,"An experienced sailor, she knew how to use the",mops,0.01
1592,"An experienced sailor, she knew how to use the",navigation,0.01
1592,"An experienced sailor, she knew how to use the",gps,0.01
1592,"An experienced sailor, she knew how to use the",navigator,0.01
1592,"An experienced sailor, she knew how to use the",anchor,0.01
1592,"An experienced sailor, she knew how to use the",buttons,0.01
1592,"An experienced sailor, she knew how to use the",jib,0.01
1592,"An experienced sailor, she knew how to use the",till,0.01
1592,"An experienced sailor, she knew how to use the",rig,0.01
1592,"An experienced sailor, she knew how to use the",equipment,0.01
1592,"An experienced sailor, she knew how to use the",stars,0.01
1592,"An experienced sailor, she knew how to use the",log,0.01
1593,The farmer ran out of bacon and slaughtered the,pig,0.88
1593,The farmer ran out of bacon and slaughtered the,hog,0.09
1593,The farmer ran out of bacon and slaughtered the,cow,0.02
1593,The farmer ran out of bacon and slaughtered the,chickens,0.01
1593,The farmer ran out of bacon and slaughtered the,lamb,0.01
1594,He ran to the water and jumped without a,care,0.29
1594,He ran to the water and jumped without a,thought,0.25
1594,He ran to the water and jumped without a,glance,0.05
1594,He ran to the water and jumped without a,pause,0.05
1594,He ran to the water and jumped without a,suit,0.04
1594,He ran to the water and jumped without a,hesitation,0.04
1594,He ran to the water and jumped without a,splash,0.04
1594,He ran to the water and jumped without a,life jacket,0.04
1594,He ran to the water and jumped without a,doubt,0.03
1594,He ran to the water and jumped without a,vest,0.03
1594,He ran to the water and jumped without a,raft,0.02
1594,He ran to the water and jumped without a,lifevest,0.02
1594,He ran to the water and jumped without a,look,0.02
1594,He ran to the water and jumped without a,net,0.01
1594,He ran to the water and jumped without a,float,0.01
1594,He ran to the water and jumped without a,sound,0.01
1594,He ran to the water and jumped without a,prayer,0.01
1594,He ran to the water and jumped without a,paddle,0.01
1594,He ran to the water and jumped without a,concern,0.01
1594,He ran to the water and jumped without a,floaty,0.01
1594,He ran to the water and jumped without a,hitch,0.01
1594,He ran to the water and jumped without a,rope,0.01
1594,He ran to the water and jumped without a,jacket,0.01
1594,He ran to the water and jumped without a,fear,0.01
1595,"The child wouldn't swim, because the pool was too",cold,0.5
1595,"The child wouldn't swim, because the pool was too",deep,0.44
1595,"The child wouldn't swim, because the pool was too",shallow,0.02
1595,"The child wouldn't swim, because the pool was too",dirty,0.02
1595,"The child wouldn't swim, because the pool was too",old,0.01
1595,"The child wouldn't swim, because the pool was too",big,0.01
1595,"The child wouldn't swim, because the pool was too",empty,0.01
1596,Dave traveled across the Atlantic Ocean in his new,boat,0.6
1596,Dave traveled across the Atlantic Ocean in his new,yacht,0.27
1596,Dave traveled across the Atlantic Ocean in his new,ship,0.03
1596,Dave traveled across the Atlantic Ocean in his new,plane,0.02
1596,Dave traveled across the Atlantic Ocean in his new,home,0.02
1596,Dave traveled across the Atlantic Ocean in his new,schooner,0.01
1596,Dave traveled across the Atlantic Ocean in his new,raft,0.01
1596,Dave traveled across the Atlantic Ocean in his new,sloop,0.01
1596,Dave traveled across the Atlantic Ocean in his new,jet,0.01
1596,Dave traveled across the Atlantic Ocean in his new,sailboat,0.01
1596,Dave traveled across the Atlantic Ocean in his new,car,0.01
1596,Dave traveled across the Atlantic Ocean in his new,kayak,0.01
1597,During the battle all of the sailors fled the,ship,0.37
1597,During the battle all of the sailors fled the,deck,0.2
1597,During the battle all of the sailors fled the,scene,0.08
1597,During the battle all of the sailors fled the,field,0.07
1597,During the battle all of the sailors fled the,boat,0.06
1597,During the battle all of the sailors fled the,sea,0.04
1597,During the battle all of the sailors fled the,area,0.04
1597,During the battle all of the sailors fled the,fight,0.03
1597,During the battle all of the sailors fled the,enemy,0.02
1597,During the battle all of the sailors fled the,town,0.01
1597,During the battle all of the sailors fled the,harbor,0.01
1597,During the battle all of the sailors fled the,bar,0.01
1597,During the battle all of the sailors fled the,battlefield,0.01
1597,During the battle all of the sailors fled the,shore,0.01
1597,During the battle all of the sailors fled the,country,0.01
1597,During the battle all of the sailors fled the,island,0.01
1597,During the battle all of the sailors fled the,war,0.01
1597,During the battle all of the sailors fled the,coast,0.01
1597,During the battle all of the sailors fled the,castle,0.01
1597,During the battle all of the sailors fled the,water,0.01
1598,The dish was very dry because it lacked,sauce,0.19
1598,The dish was very dry because it lacked,moisture,0.17
1598,The dish was very dry because it lacked,oil,0.11
1598,The dish was very dry because it lacked,water,0.1
1598,The dish was very dry because it lacked,butter,0.1
1598,The dish was very dry because it lacked,gravy,0.05
1598,The dish was very dry because it lacked,milk,0.04
1598,The dish was very dry because it lacked,flavor,0.03
1598,The dish was very dry because it lacked,liquid,0.03
1598,The dish was very dry because it lacked,fat,0.03
1598,The dish was very dry because it lacked,seasoning,0.02
1598,The dish was very dry because it lacked,broth,0.02
1598,The dish was very dry because it lacked,spices,0.02
1598,The dish was very dry because it lacked,juice,0.02
1598,The dish was very dry because it lacked,juices,0.01
1598,The dish was very dry because it lacked,juiciness,0.01
1598,The dish was very dry because it lacked,contents,0.01
1598,The dish was very dry because it lacked,soup,0.01
1598,The dish was very dry because it lacked,spice,0.01
1598,The dish was very dry because it lacked,wetness,0.01
1598,The dish was very dry because it lacked,cream,0.01
1598,The dish was very dry because it lacked,freshness,0.01
1598,The dish was very dry because it lacked,stock,0.01
1599,The babies were irritated and difficult to,calm,0.35
1599,The babies were irritated and difficult to,soothe,0.19
1599,The babies were irritated and difficult to,handle,0.12
1599,The babies were irritated and difficult to,please,0.09
1599,The babies were irritated and difficult to,console,0.08
1599,The babies were irritated and difficult to,manage,0.04
1599,The babies were irritated and difficult to,watch,0.02
1599,The babies were irritated and difficult to,control,0.02
1599,The babies were irritated and difficult to,tolerate,0.01
1599,The babies were irritated and difficult to,appease,0.01
1599,The babies were irritated and difficult to,learn,0.01
1599,The babies were irritated and difficult to,tame,0.01
1599,The babies were irritated and difficult to,feed,0.01
1599,The babies were irritated and difficult to,cheer,0.01
1599,The babies were irritated and difficult to,entertain,0.01
1599,The babies were irritated and difficult to,comfort,0.01
1599,The babies were irritated and difficult to,wash,0.01
1599,The babies were irritated and difficult to,help,0.01
1600,Before descending the canyon we hiked the,trail,0.41
1600,Before descending the canyon we hiked the,rim,0.19
1600,Before descending the canyon we hiked the,mountain,0.13
1600,Before descending the canyon we hiked the,ridge,0.07
1600,Before descending the canyon we hiked the,hill,0.05
1600,Before descending the canyon we hiked the,path,0.03
1600,Before descending the canyon we hiked the,summit,0.03
1600,Before descending the canyon we hiked the,top,0.02
1600,Before descending the canyon we hiked the,side,0.01
1600,Before descending the canyon we hiked the,forest,0.01
1600,Before descending the canyon we hiked the,far,0.01
1600,Before descending the canyon we hiked the,fields,0.01
1600,Before descending the canyon we hiked the,gorge,0.01
1600,Before descending the canyon we hiked the,cliffs,0.01
1600,Before descending the canyon we hiked the,perimeter,0.01
1600,Before descending the canyon we hiked the,river,0.01
1601,"When told he wouldn't walk again, Lewis still had",hope,0.84
1601,"When told he wouldn't walk again, Lewis still had",faith,0.05
1601,"When told he wouldn't walk again, Lewis still had",determination,0.02
1601,"When told he wouldn't walk again, Lewis still had",feelings,0.01
1601,"When told he wouldn't walk again, Lewis still had",questions,0.01
1601,"When told he wouldn't walk again, Lewis still had",optimism,0.01
1601,"When told he wouldn't walk again, Lewis still had",ambitions,0.01
1601,"When told he wouldn't walk again, Lewis still had",courage,0.01
1601,"When told he wouldn't walk again, Lewis still had",spirit,0.01
1601,"When told he wouldn't walk again, Lewis still had",try,0.01
1601,"When told he wouldn't walk again, Lewis still had",resolve,0.01
1601,"When told he wouldn't walk again, Lewis still had",vigor,0.01
1601,"When told he wouldn't walk again, Lewis still had",motivation,0.01
1602,"After eating one cookie, the child finished the entire",batch,0.26
1602,"After eating one cookie, the child finished the entire",plate,0.2
1602,"After eating one cookie, the child finished the entire",box,0.15
1602,"After eating one cookie, the child finished the entire",package,0.12
1602,"After eating one cookie, the child finished the entire",bag,0.1
1602,"After eating one cookie, the child finished the entire",jar,0.06
1602,"After eating one cookie, the child finished the entire",meal,0.04
1602,"After eating one cookie, the child finished the entire",milk,0.01
1602,"After eating one cookie, the child finished the entire",snack,0.01
1602,"After eating one cookie, the child finished the entire",bowl,0.01
1602,"After eating one cookie, the child finished the entire",pack,0.01
1602,"After eating one cookie, the child finished the entire",tray,0.01
1602,"After eating one cookie, the child finished the entire",dinner,0.01
1602,"After eating one cookie, the child finished the entire",dessert,0.01
1603,The teller didn't think the man's money was,real,0.72
1603,The teller didn't think the man's money was,good,0.08
1603,The teller didn't think the man's money was,legitimate,0.05
1603,The teller didn't think the man's money was,counterfeit,0.04
1603,The teller didn't think the man's money was,there,0.02
1603,The teller didn't think the man's money was,legit,0.02
1603,The teller didn't think the man's money was,suspicious,0.01
1603,The teller didn't think the man's money was,his,0.01
1603,The teller didn't think the man's money was,gone,0.01
1603,The teller didn't think the man's money was,stolen,0.01
1603,The teller didn't think the man's money was,legal,0.01
1603,The teller didn't think the man's money was,fake,0.01
1603,The teller didn't think the man's money was,sufficient,0.01
1603,The teller didn't think the man's money was,enough,0.01
1604,"After her house was robbed, Doris installed another door",lock,0.65
1604,"After her house was robbed, Doris installed another door",alarm,0.28
1604,"After her house was robbed, Doris installed another door",deadbolt,0.02
1604,"After her house was robbed, Doris installed another door",latch,0.02
1604,"After her house was robbed, Doris installed another door",safe,0.01
1604,"After her house was robbed, Doris installed another door",outside,0.01
1604,"After her house was robbed, Doris installed another door",screen,0.01
1604,"After her house was robbed, Doris installed another door",entrance,0.01
1605,She bought the pants only because they were,cheap,0.48
1605,She bought the pants only because they were,cute,0.06
1605,She bought the pants only because they were,stylish,0.05
1605,She bought the pants only because they were,discounted,0.05
1605,She bought the pants only because they were,nice,0.04
1605,She bought the pants only because they were,purple,0.03
1605,She bought the pants only because they were,fashionable,0.03
1605,She bought the pants only because they were,yellow,0.02
1605,She bought the pants only because they were,brown,0.02
1605,She bought the pants only because they were,pretty,0.02
1605,She bought the pants only because they were,red,0.02
1605,She bought the pants only because they were,pink,0.02
1605,She bought the pants only because they were,black,0.02
1605,She bought the pants only because they were,trendy,0.02
1605,She bought the pants only because they were,green,0.02
1605,She bought the pants only because they were,inexpensive,0.01
1605,She bought the pants only because they were,there,0.01
1605,She bought the pants only because they were,affordable,0.01
1605,She bought the pants only because they were,sale,0.01
1605,She bought the pants only because they were,sexy,0.01
1605,She bought the pants only because they were,cool,0.01
1605,She bought the pants only because they were,blue,0.01
1605,She bought the pants only because they were,colorful,0.01
1605,She bought the pants only because they were,gray,0.01
1605,She bought the pants only because they were,slimming,0.01
1605,She bought the pants only because they were,clearenced,0.01
1605,She bought the pants only because they were,on sale,0.01
1605,She bought the pants only because they were,chic,0.01
1606,"At around 12 months, children start learning to",walk,0.58
1606,"At around 12 months, children start learning to",talk,0.28
1606,"At around 12 months, children start learning to",speak,0.05
1606,"At around 12 months, children start learning to",crawl,0.04
1606,"At around 12 months, children start learning to",read,0.01
1606,"At around 12 months, children start learning to",run,0.01
1606,"At around 12 months, children start learning to",lie,0.01
1606,"At around 12 months, children start learning to",speech,0.01
1606,"At around 12 months, children start learning to",colors,0.01
1606,"At around 12 months, children start learning to",sign,0.01
1607,Kelsey told her date that smoking was her only,vice,0.75
1607,Kelsey told her date that smoking was her only,flaw,0.03
1607,Kelsey told her date that smoking was her only,outlet,0.02
1607,Kelsey told her date that smoking was her only,habit,0.02
1607,Kelsey told her date that smoking was her only,addiction,0.02
1607,Kelsey told her date that smoking was her only,option,0.02
1607,Kelsey told her date that smoking was her only,turnoff,0.02
1607,Kelsey told her date that smoking was her only,choice,0.01
1607,Kelsey told her date that smoking was her only,deadly,0.01
1607,Kelsey told her date that smoking was her only,problem,0.01
1607,Kelsey told her date that smoking was her only,downside,0.01
1607,Kelsey told her date that smoking was her only,weakness,0.01
1607,Kelsey told her date that smoking was her only,chance,0.01
1607,Kelsey told her date that smoking was her only,sin,0.01
1607,Kelsey told her date that smoking was her only,downfall,0.01
1607,Kelsey told her date that smoking was her only,out,0.01
1607,Kelsey told her date that smoking was her only,bad habit,0.01
1607,Kelsey told her date that smoking was her only,peeve,0.01
1607,Kelsey told her date that smoking was her only,dislike,0.01
1607,Kelsey told her date that smoking was her only,fault,0.01
1608,A plant's roots can extract nutrients from the,soil,0.72
1608,A plant's roots can extract nutrients from the,ground,0.2
1608,A plant's roots can extract nutrients from the,earth,0.05
1608,A plant's roots can extract nutrients from the,stem,0.01
1608,A plant's roots can extract nutrients from the,core,0.01
1608,A plant's roots can extract nutrients from the,bark,0.01
1609,"When Joel twisted his ankle, he began to",cry,0.37
1609,"When Joel twisted his ankle, he began to",limp,0.23
1609,"When Joel twisted his ankle, he began to",scream,0.11
1609,"When Joel twisted his ankle, he began to",yell,0.05
1609,"When Joel twisted his ankle, he began to",wince,0.03
1609,"When Joel twisted his ankle, he began to",sob,0.03
1609,"When Joel twisted his ankle, he began to",hurt,0.02
1609,"When Joel twisted his ankle, he began to",wail,0.02
1609,"When Joel twisted his ankle, he began to",moan,0.02
1609,"When Joel twisted his ankle, he began to",grimace,0.02
1609,"When Joel twisted his ankle, he began to",whimper,0.01
1609,"When Joel twisted his ankle, he began to",weep,0.01
1609,"When Joel twisted his ankle, he began to",ache,0.01
1609,"When Joel twisted his ankle, he began to",swear,0.01
1609,"When Joel twisted his ankle, he began to",hop,0.01
1609,"When Joel twisted his ankle, he began to",whelp,0.01
1609,"When Joel twisted his ankle, he began to",fall,0.01
1609,"When Joel twisted his ankle, he began to",groan,0.01
1609,"When Joel twisted his ankle, he began to",whine,0.01
1609,"When Joel twisted his ankle, he began to",hobble,0.01
1609,"When Joel twisted his ankle, he began to",yelp,0.01
1610,The thief drove around looking for a house to,rob,0.91
1610,The thief drove around looking for a house to,burgle,0.04
1610,The thief drove around looking for a house to,burglarize,0.02
1610,The thief drove around looking for a house to,buy,0.01
1610,The thief drove around looking for a house to,entrance,0.01
1610,The thief drove around looking for a house to,vandalize,0.01
1611,Thomas didn't have a lighter to light the,fire,0.43
1611,Thomas didn't have a lighter to light the,cigarette,0.23
1611,Thomas didn't have a lighter to light the,candle,0.16
1611,Thomas didn't have a lighter to light the,cigar,0.08
1611,Thomas didn't have a lighter to light the,joint,0.03
1611,Thomas didn't have a lighter to light the,grill,0.02
1611,Thomas didn't have a lighter to light the,pipe,0.02
1611,Thomas didn't have a lighter to light the,match,0.01
1611,Thomas didn't have a lighter to light the,coals,0.01
1611,Thomas didn't have a lighter to light the,blunt,0.01
1611,Thomas didn't have a lighter to light the,fuse,0.01
1612,"Every morning, Kate is driven to school by her",mom,0.43
1612,"Every morning, Kate is driven to school by her",mother,0.28
1612,"Every morning, Kate is driven to school by her",father,0.13
1612,"Every morning, Kate is driven to school by her",dad,0.08
1612,"Every morning, Kate is driven to school by her",parents,0.03
1612,"Every morning, Kate is driven to school by her",bus,0.02
1612,"Every morning, Kate is driven to school by her",uncle,0.01
1612,"Every morning, Kate is driven to school by her",brother,0.01
1612,"Every morning, Kate is driven to school by her",friend,0.01
1612,"Every morning, Kate is driven to school by her",chauffeur,0.01
1613,The waiter was appalled by the customer's,attitude,0.26
1613,The waiter was appalled by the customer's,manners,0.14
1613,The waiter was appalled by the customer's,rudeness,0.13
1613,The waiter was appalled by the customer's,behavior,0.13
1613,The waiter was appalled by the customer's,comments,0.05
1613,The waiter was appalled by the customer's,tip,0.04
1613,The waiter was appalled by the customer's,order,0.03
1613,The waiter was appalled by the customer's,request,0.03
1613,The waiter was appalled by the customer's,demands,0.02
1613,The waiter was appalled by the customer's,remarks,0.02
1613,The waiter was appalled by the customer's,ire,0.01
1613,The waiter was appalled by the customer's,service,0.01
1613,The waiter was appalled by the customer's,antics,0.01
1613,The waiter was appalled by the customer's,dress,0.01
1613,The waiter was appalled by the customer's,response,0.01
1613,The waiter was appalled by the customer's,tone,0.01
1613,The waiter was appalled by the customer's,attire,0.01
1613,The waiter was appalled by the customer's,shirt,0.01
1613,The waiter was appalled by the customer's,hygiene,0.01
1613,The waiter was appalled by the customer's,appearance,0.01
1613,The waiter was appalled by the customer's,reaction,0.01
1613,The waiter was appalled by the customer's,smell,0.01
1613,The waiter was appalled by the customer's,gall,0.01
1613,The waiter was appalled by the customer's,criticism,0.01
1613,The waiter was appalled by the customer's,language,0.01
1613,The waiter was appalled by the customer's,complaint,0.01
1614,No one believed that messiness was Geoffrey's only,problem,0.24
1614,No one believed that messiness was Geoffrey's only,fault,0.2
1614,No one believed that messiness was Geoffrey's only,flaw,0.13
1614,No one believed that messiness was Geoffrey's only,vice,0.13
1614,No one believed that messiness was Geoffrey's only,habit,0.09
1614,No one believed that messiness was Geoffrey's only,issue,0.06
1614,No one believed that messiness was Geoffrey's only,trait,0.04
1614,No one believed that messiness was Geoffrey's only,shortcoming,0.03
1614,No one believed that messiness was Geoffrey's only,weakness,0.02
1614,No one believed that messiness was Geoffrey's only,downfall,0.02
1614,No one believed that messiness was Geoffrey's only,deed,0.01
1614,No one believed that messiness was Geoffrey's only,plan,0.01
1614,No one believed that messiness was Geoffrey's only,failing,0.01
1614,No one believed that messiness was Geoffrey's only,misstep,0.01
1614,No one believed that messiness was Geoffrey's only,virtue,0.01
1615,"Over the summer, the boys went swimming at the",lake,0.5
1615,"Over the summer, the boys went swimming at the",pool,0.28
1615,"Over the summer, the boys went swimming at the",pond,0.1
1615,"Over the summer, the boys went swimming at the",beach,0.04
1615,"Over the summer, the boys went swimming at the",creek,0.02
1615,"Over the summer, the boys went swimming at the",river,0.02
1615,"Over the summer, the boys went swimming at the",lagoon,0.01
1615,"Over the summer, the boys went swimming at the",neighbor's,0.01
1615,"Over the summer, the boys went swimming at the",ocean,0.01
1615,"Over the summer, the boys went swimming at the",gym,0.01
1616,The farmer was angry when Eliza called him a,hick,0.18
1616,The farmer was angry when Eliza called him a,jerk,0.11
1616,The farmer was angry when Eliza called him a,redneck,0.06
1616,The farmer was angry when Eliza called him a,hillbilly,0.06
1616,The farmer was angry when Eliza called him a,liar,0.05
1616,The farmer was angry when Eliza called him a,name,0.04
1616,The farmer was angry when Eliza called him a,coward,0.04
1616,The farmer was angry when Eliza called him a,loser,0.03
1616,The farmer was angry when Eliza called him a,fool,0.03
1616,The farmer was angry when Eliza called him a,bum,0.03
1616,The farmer was angry when Eliza called him a,fake,0.02
1616,The farmer was angry when Eliza called him a,murderer,0.02
1616,The farmer was angry when Eliza called him a,bore,0.02
1616,The farmer was angry when Eliza called him a,slob,0.02
1616,The farmer was angry when Eliza called him a,pig,0.02
1616,The farmer was angry when Eliza called him a,crook,0.02
1616,The farmer was angry when Eliza called him a,hayseed,0.01
1616,The farmer was angry when Eliza called him a,drunk,0.01
1616,The farmer was angry when Eliza called him a,traitor,0.01
1616,The farmer was angry when Eliza called him a,laborer,0.01
1616,The farmer was angry when Eliza called him a,fraud,0.01
1616,The farmer was angry when Eliza called him a,ugly,0.01
1616,The farmer was angry when Eliza called him a,ass,0.01
1616,The farmer was angry when Eliza called him a,prick,0.01
1616,The farmer was angry when Eliza called him a,migrant,0.01
1616,The farmer was angry when Eliza called him a,bastard,0.01
1616,The farmer was angry when Eliza called him a,moron,0.01
1616,The farmer was angry when Eliza called him a,nerd,0.01
1616,The farmer was angry when Eliza called him a,rube,0.01
1616,The farmer was angry when Eliza called him a,sodbuster,0.01
1616,The farmer was angry when Eliza called him a,dude,0.01
1616,The farmer was angry when Eliza called him a,putz,0.01
1616,The farmer was angry when Eliza called him a,dummy,0.01
1616,The farmer was angry when Eliza called him a,punk,0.01
1616,The farmer was angry when Eliza called him a,thief,0.01
1616,The farmer was angry when Eliza called him a,cheapskate,0.01
1616,The farmer was angry when Eliza called him a,miser,0.01
1616,The farmer was angry when Eliza called him a,fatty,0.01
1616,The farmer was angry when Eliza called him a,dick,0.01
1616,The farmer was angry when Eliza called him a,herder,0.01
1616,The farmer was angry when Eliza called him a,cow,0.01
1616,The farmer was angry when Eliza called him a,racist,0.01
1616,The farmer was angry when Eliza called him a,cheater,0.01
1616,The farmer was angry when Eliza called him a,geezer,0.01
1617,Casey had to pay multiple fines according to the,judge,0.23
1617,Casey had to pay multiple fines according to the,police,0.16
1617,Casey had to pay multiple fines according to the,law,0.15
1617,Casey had to pay multiple fines according to the,court,0.09
1617,Casey had to pay multiple fines according to the,ticket,0.06
1617,Casey had to pay multiple fines according to the,report,0.04
1617,Casey had to pay multiple fines according to the,officer,0.03
1617,Casey had to pay multiple fines according to the,lawyer,0.03
1617,Casey had to pay multiple fines according to the,bill,0.02
1617,Casey had to pay multiple fines according to the,rules,0.02
1617,Casey had to pay multiple fines according to the,paper,0.02
1617,Casey had to pay multiple fines according to the,cop,0.02
1617,Casey had to pay multiple fines according to the,newspaper,0.02
1617,Casey had to pay multiple fines according to the,clerk,0.02
1617,Casey had to pay multiple fines according to the,ruling,0.01
1617,Casey had to pay multiple fines according to the,contract,0.01
1617,Casey had to pay multiple fines according to the,company,0.01
1617,Casey had to pay multiple fines according to the,mayor,0.01
1617,Casey had to pay multiple fines according to the,city,0.01
1617,Casey had to pay multiple fines according to the,order,0.01
1617,Casey had to pay multiple fines according to the,letter,0.01
1617,Casey had to pay multiple fines according to the,transcript,0.01
1617,Casey had to pay multiple fines according to the,docket,0.01
1617,Casey had to pay multiple fines according to the,librarian,0.01
1617,Casey had to pay multiple fines according to the,citation,0.01
1618,The bigger ship had a smaller boat in,tow,0.76
1618,The bigger ship had a smaller boat in,it,0.05
1618,The bigger ship had a smaller boat in,reserve,0.03
1618,The bigger ship had a smaller boat in,side,0.03
1618,The bigger ship had a smaller boat in,back,0.02
1618,The bigger ship had a smaller boat in,storage,0.02
1618,The bigger ship had a smaller boat in,ties,0.01
1618,The bigger ship had a smaller boat in,front,0.01
1618,The bigger ship had a smaller boat in,the water,0.01
1618,The bigger ship had a smaller boat in,haul,0.01
1618,The bigger ship had a smaller boat in,board,0.01
1618,The bigger ship had a smaller boat in,hull,0.01
1618,The bigger ship had a smaller boat in,dock,0.01
1618,The bigger ship had a smaller boat in,emergencies,0.01
1618,The bigger ship had a smaller boat in,rear,0.01
1618,The bigger ship had a smaller boat in,bay,0.01
1619,"At the hospital, Elise was attended to by a",nurse,0.68
1619,"At the hospital, Elise was attended to by a",doctor,0.23
1619,"At the hospital, Elise was attended to by a",physician,0.09
1619,"At the hospital, Elise was attended to by a",surgeon,0.01
1620,"At the luau, the cooks roasted an entire",pig,0.89
1620,"At the luau, the cooks roasted an entire",hog,0.08
1620,"At the luau, the cooks roasted an entire",duck,0.01
1620,"At the luau, the cooks roasted an entire",meal,0.01
1620,"At the luau, the cooks roasted an entire",big,0.01
1620,"At the luau, the cooks roasted an entire",turkey,0.01
1621,When Lana finished school she had a lot of,debt,0.41
1621,When Lana finished school she had a lot of,books,0.09
1621,When Lana finished school she had a lot of,knowledge,0.06
1621,When Lana finished school she had a lot of,time,0.06
1621,When Lana finished school she had a lot of,friends,0.06
1621,When Lana finished school she had a lot of,homework,0.05
1621,When Lana finished school she had a lot of,hope,0.04
1621,When Lana finished school she had a lot of,papers,0.03
1621,When Lana finished school she had a lot of,credits,0.02
1621,When Lana finished school she had a lot of,offers,0.02
1621,When Lana finished school she had a lot of,work,0.01
1621,When Lana finished school she had a lot of,money,0.01
1621,When Lana finished school she had a lot of,confidence,0.01
1621,When Lana finished school she had a lot of,expertise,0.01
1621,When Lana finished school she had a lot of,experience,0.01
1621,When Lana finished school she had a lot of,awards,0.01
1621,When Lana finished school she had a lot of,fees,0.01
1621,When Lana finished school she had a lot of,stress,0.01
1621,When Lana finished school she had a lot of,plans,0.01
1621,When Lana finished school she had a lot of,bills,0.01
1621,When Lana finished school she had a lot of,skills,0.01
1621,When Lana finished school she had a lot of,fun,0.01
1621,When Lana finished school she had a lot of,concerns,0.01
1621,When Lana finished school she had a lot of,loans,0.01
1621,When Lana finished school she had a lot of,dreams,0.01
1621,When Lana finished school she had a lot of,grades,0.01
1621,When Lana finished school she had a lot of,pride,0.01
1621,When Lana finished school she had a lot of,education,0.01
1621,When Lana finished school she had a lot of,credentials,0.01
1622,Kara asked the kids not to make a,mess,0.55
1622,Kara asked the kids not to make a,scene,0.13
1622,Kara asked the kids not to make a,fuss,0.1
1622,Kara asked the kids not to make a,noise,0.08
1622,Kara asked the kids not to make a,sound,0.05
1622,Kara asked the kids not to make a,pie,0.02
1622,Kara asked the kids not to make a,racket,0.02
1622,Kara asked the kids not to make a,ruckus,0.02
1622,Kara asked the kids not to make a,peep,0.01
1622,Kara asked the kids not to make a,gift,0.01
1622,Kara asked the kids not to make a,snowman,0.01
1622,Kara asked the kids not to make a,joke,0.01
1623,Jessie saw the kid trip and tried not to,laugh,0.84
1623,Jessie saw the kid trip and tried not to,help,0.03
1623,Jessie saw the kid trip and tried not to,worry,0.02
1623,Jessie saw the kid trip and tried not to,see,0.01
1623,Jessie saw the kid trip and tried not to,yell,0.01
1623,Jessie saw the kid trip and tried not to,trip,0.01
1623,Jessie saw the kid trip and tried not to,scream,0.01
1623,Jessie saw the kid trip and tried not to,fall,0.01
1623,Jessie saw the kid trip and tried not to,argue,0.01
1623,Jessie saw the kid trip and tried not to,react,0.01
1623,Jessie saw the kid trip and tried not to,snicker,0.01
1623,Jessie saw the kid trip and tried not to,interfere,0.01
