"id","story","trigger","trigger_relevance","query","query_relevance","response","neg","set","scale","region","set_model","ordering_model","conjunction_model","disjunction_model"
"AVXEDARJC5HLU","mall","an electronics store",5,"a gift shop",4,-1,1,"outside","above","D",0,-1,0,-1
"AVXEDARJC5HLU","bakery","cakes",0,"ice cream",1,-1,1,"inside","below","A",-1,0,0,-1
"AVXEDARJC5HLU","salad","lettuce",0,"tuna",2,-1,1,"inside","below","A",-1,0,0,-1
"AVXEDARJC5HLU","restaurant","vodka",1,"soda",2,-1,1,"inside","below","A",-1,0,0,-1
"AVXEDARJC5HLU","gym","basketball",0,"softball",1,-1,1,"inside","below","A",-1,0,0,-1
"AVXEDARJC5HLU","science","art",5,"zoology",2,-1,1,"inside","above","B",-1,-1,-1,-1
"AVXEDARJC5HLU","throw","tires",3,"a football",0,-1,1,"inside","above","B",-1,-1,-1,-1
"AVXEDARJC5HLU","beach","a jacket",4,"shorts",1,-1,1,"inside","above","B",-1,-1,-1,-1
"AVXEDARJC5HLU","hot","blankets",4,"a shower",2,0,0,"inside","above","B",-1,-1,-1,-1
"AVXEDARJC5HLU","cold","blankets",1,"a microwave",3,0,0,"outside","below","C",0,0,0,0
"AVXEDARJC5HLU","transport","a lawnmower",3,"chairs",4,0,0,"outside","below","C",0,0,0,0
"AVXEDARJC5HLU","cut","keys",2,"thumb tacks",3,0,0,"outside","below","C",0,0,0,0
"AVXEDARJC5HLU","mask","napkins",2,"candy",5,0,0,"outside","below","C",0,0,0,0
"AVXEDARJC5HLU","meat","mushrooms",4,"tofu",3,0,0,"outside","above","D",0,-1,0,-1
"A1RFH0LZHG2C1R","fridge","yogurt",3,"water",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A1RFH0LZHG2C1R","bag","cash",4,"crayons",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A1RFH0LZHG2C1R","mall","a gift shop",4,"a coffee shop",2,-1,1,"inside","above","B",-1,-1,-1,-1
"A1RFH0LZHG2C1R","bakery","ice cream",1,"pretzels",3,0,0,"outside","below","C",0,0,0,0
"A1RFH0LZHG2C1R","salad","meat",3,"chips",4,0,0,"outside","below","C",0,0,0,0
"A1RFH0LZHG2C1R","restaurant","soda",2,"soup",3,0,0,"outside","below","C",0,0,0,0
"A1RFH0LZHG2C1R","gym","lacrosse",2,"meditation",5,0,0,"outside","below","C",0,0,0,0
"A1RFH0LZHG2C1R","science","philosophy",4,"math",3,-1,1,"outside","above","D",0,-1,0,-1
"A1RFH0LZHG2C1R","throw","a lawnmower",5,"tires",3,0,0,"outside","above","D",0,-1,0,-1
"A1RFH0LZHG2C1R","beach","a coat",5,"a jacket",4,0,0,"outside","above","D",0,-1,0,-1
"A1RFH0LZHG2C1R","hot","blankets",4,"a couch",3,0,0,"outside","above","D",0,-1,0,-1
"A1RFH0LZHG2C1R","cold","a heater",0,"tea",2,0,0,"inside","below","A",-1,0,0,-1
"A1RFH0LZHG2C1R","transport","a motorcycle",1,"roller blades",2,-1,1,"inside","below","A",-1,0,0,-1
"A1RFH0LZHG2C1R","cut","scissors",0,"nail clippers",1,0,0,"inside","below","A",-1,0,0,-1
"A1RFH0LZHG2C1R","mask","a bandana",0,"napkins",2,0,0,"inside","below","A",-1,0,0,-1
"A1RFH0LZHG2C1R","meat","rice",5,"chicken",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A204Q4T20BP8V","fridge","milk",2,"water",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A204Q4T20BP8V","bag","chalk",2,"crayons",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A204Q4T20BP8V","mall","a burger joint",0,"a gift shop",4,0,0,"outside","below","C",0,0,0,0
"A204Q4T20BP8V","bakery","ice cream",1,"water",5,0,0,"outside","below","C",0,0,0,0
"A204Q4T20BP8V","salad","chips",4,"cigarettes",5,0,0,"outside","below","C",0,0,0,0
"A204Q4T20BP8V","restaurant","soup",3,"salad",5,0,0,"outside","below","C",0,0,0,0
"A204Q4T20BP8V","gym","meditation",5,"swimming",3,-1,1,"outside","above","D",0,-1,0,-1
"A204Q4T20BP8V","science","art",5,"philosophy",4,0,0,"outside","above","D",0,-1,0,-1
"A204Q4T20BP8V","throw","a shovel",4,"tires",3,0,0,"outside","above","D",0,-1,0,-1
"A204Q4T20BP8V","beach","a coat",5,"jeans",3,-1,1,"outside","above","D",0,-1,0,-1
"A204Q4T20BP8V","hot","a pool",1,"a shower",2,-1,1,"inside","below","A",-1,0,0,-1
"A204Q4T20BP8V","cold","a heater",0,"blankets",1,-1,1,"inside","below","A",-1,0,0,-1
"A204Q4T20BP8V","transport","a car",0,"roller blades",2,-1,1,"inside","below","A",-1,0,0,-1
"A204Q4T20BP8V","cut","nail clippers",1,"keys",2,0,0,"inside","below","A",-1,0,0,-1
"A204Q4T20BP8V","mask","candy",5,"a handkerchief",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A204Q4T20BP8V","meat","mushrooms",4,"chicken",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A2K0L9M1ZZO5C9","fridge","yogurt",3,"milk",2,0,0,"inside","above","B",-1,-1,-1,-1
"A2K0L9M1ZZO5C9","bag","crayons",1,"a pen",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A2K0L9M1ZZO5C9","mall","a coffee shop",2,"a gift shop",4,0,0,"outside","below","C",0,0,0,0
"A2K0L9M1ZZO5C9","bakery","ice cream",1,"sandwiches",4,0,0,"outside","below","C",0,0,0,0
"A2K0L9M1ZZO5C9","salad","lettuce",0,"meat",3,-1,1,"outside","below","C",0,0,0,0
"A2K0L9M1ZZO5C9","restaurant","cocktails",0,"salad",5,0,0,"outside","below","C",0,0,0,0
"A2K0L9M1ZZO5C9","gym","meditation",5,"weightlifting",4,-1,1,"outside","above","D",0,-1,0,-1
"A2K0L9M1ZZO5C9","science","philosophy",4,"math",3,0,0,"outside","above","D",0,-1,0,-1
"A2K0L9M1ZZO5C9","throw","a lawnmower",5,"tires",3,0,0,"outside","above","D",0,-1,0,-1
"A2K0L9M1ZZO5C9","beach","a coat",5,"a jacket",4,0,0,"outside","above","D",0,-1,0,-1
"A2K0L9M1ZZO5C9","hot","a fan",0,"a pool",1,-1,1,"inside","below","A",-1,0,0,-1
"A2K0L9M1ZZO5C9","cold","a heater",0,"tea",2,0,0,"inside","below","A",-1,0,0,-1
"A2K0L9M1ZZO5C9","transport","a motorcycle",1,"roller blades",2,-1,1,"inside","below","A",-1,0,0,-1
"A2K0L9M1ZZO5C9","cut","scissors",0,"nail clippers",1,-1,1,"inside","below","A",-1,0,0,-1
"A2K0L9M1ZZO5C9","mask","candy",5,"napkins",2,0,0,"inside","above","B",-1,-1,-1,-1
"A2K0L9M1ZZO5C9","meat","tofu",3,"chicken",0,-1,1,"inside","above","B",-1,-1,-1,-1
"AM2KK02JXXW48","fridge","meat",5,"ketchup",4,0,0,"outside","above","D",0,-1,0,-1
"AM2KK02JXXW48","bag","a pen",0,"crayons",1,-1,1,"inside","below","A",-1,0,0,-1
"AM2KK02JXXW48","mall","a burger joint",0,"a coffee shop",2,-1,1,"inside","below","A",-1,0,0,-1
"AM2KK02JXXW48","bakery","ice cream",1,"muffins",2,-1,1,"inside","below","A",-1,0,0,-1
"AM2KK02JXXW48","salad","lettuce",0,"dressing",1,-1,1,"inside","below","A",-1,0,0,-1
"AM2KK02JXXW48","restaurant","salad",5,"soda",2,-1,1,"inside","above","B",-1,-1,-1,-1
"AM2KK02JXXW48","gym","swimming",3,"basketball",0,-1,1,"inside","above","B",-1,-1,-1,-1
"AM2KK02JXXW48","science","philosophy",4,"geology",1,-1,1,"inside","above","B",-1,-1,-1,-1
"AM2KK02JXXW48","throw","a shovel",4,"a boomerang",2,-1,1,"inside","above","B",-1,-1,-1,-1
"AM2KK02JXXW48","beach","shorts",1,"jeans",3,0,0,"outside","below","C",0,0,0,0
"AM2KK02JXXW48","hot","a couch",3,"blankets",4,0,0,"outside","below","C",0,0,0,0
"AM2KK02JXXW48","cold","tea",2,"a microwave",3,0,0,"outside","below","C",0,0,0,0
"AM2KK02JXXW48","transport","roller blades",2,"a hammer",5,0,0,"outside","below","C",0,0,0,0
"AM2KK02JXXW48","cut","a stapler",4,"thumb tacks",3,0,0,"outside","above","D",0,-1,0,-1
"AM2KK02JXXW48","mask","candy",5,"gloves",3,0,0,"outside","above","D",0,-1,0,-1
"AM2KK02JXXW48","meat","rice",5,"mushrooms",4,-1,1,"outside","above","D",0,-1,0,-1
"A37JC45Y9GLSA7","fridge","water",0,"milk",2,-1,1,"inside","below","A",-1,0,0,-1
"A37JC45Y9GLSA7","bag","crayons",1,"chalk",2,-1,1,"inside","below","A",-1,0,0,-1
"A37JC45Y9GLSA7","mall","a burger joint",0,"a pretzel stand",1,-1,1,"inside","below","A",-1,0,0,-1
"A37JC45Y9GLSA7","bakery","water",5,"muffins",2,-1,1,"inside","above","B",-1,-1,-1,-1
"A37JC45Y9GLSA7","salad","meat",3,"lettuce",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A37JC45Y9GLSA7","restaurant","cake",4,"vodka",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A37JC45Y9GLSA7","gym","weightlifting",4,"lacrosse",2,-1,1,"inside","above","B",-1,-1,-1,-1
"A37JC45Y9GLSA7","science","geology",1,"math",3,-1,1,"outside","below","C",0,0,0,0
"A37JC45Y9GLSA7","throw","tires",3,"a shovel",4,0,0,"outside","below","C",0,0,0,0
"A37JC45Y9GLSA7","beach","sunglasses",2,"jeans",3,0,0,"outside","below","C",0,0,0,0
"A37JC45Y9GLSA7","hot","a shower",2,"a heater",5,0,0,"outside","below","C",0,0,0,0
"A37JC45Y9GLSA7","cold","a sink",4,"a microwave",3,0,0,"outside","above","D",0,-1,0,-1
"A37JC45Y9GLSA7","transport","a hammer",5,"a lawnmower",3,0,0,"outside","above","D",0,-1,0,-1
"A37JC45Y9GLSA7","cut","batteries",5,"a stapler",4,0,0,"outside","above","D",0,-1,0,-1
"A37JC45Y9GLSA7","mask","a wallet",4,"gloves",3,0,0,"outside","above","D",0,-1,0,-1
"A37JC45Y9GLSA7","meat","chicken",0,"crab",2,-1,1,"inside","below","A",-1,0,0,-1
"A3L2XKXABNO0N5","fridge","ketchup",4,"meat",5,0,0,"outside","below","C",0,0,0,0
"A3L2XKXABNO0N5","bag","makeup",3,"headphones",5,0,0,"outside","below","C",0,0,0,0
"A3L2XKXABNO0N5","mall","an electronics store",5,"a grocery store",3,-1,1,"outside","above","D",0,-1,0,-1
"A3L2XKXABNO0N5","bakery","water",5,"sandwiches",4,0,0,"outside","above","D",0,-1,0,-1
"A3L2XKXABNO0N5","salad","chips",4,"meat",3,-1,1,"outside","above","D",0,-1,0,-1
"A3L2XKXABNO0N5","restaurant","salad",5,"soup",3,-1,1,"outside","above","D",0,-1,0,-1
"A3L2XKXABNO0N5","gym","softball",1,"lacrosse",2,-1,1,"inside","below","A",-1,0,0,-1
"A3L2XKXABNO0N5","science","physics",0,"geology",1,-1,1,"inside","below","A",-1,0,0,-1
"A3L2XKXABNO0N5","throw","a football",0,"a boomerang",2,-1,1,"inside","below","A",-1,0,0,-1
"A3L2XKXABNO0N5","beach","shorts",1,"sunglasses",2,0,0,"inside","below","A",-1,0,0,-1
"A3L2XKXABNO0N5","hot","a heater",5,"a pool",1,0,0,"inside","above","B",-1,-1,-1,-1
"A3L2XKXABNO0N5","cold","a sink",4,"a heater",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A3L2XKXABNO0N5","transport","a lawnmower",3,"roller blades",2,-1,1,"inside","above","B",-1,-1,-1,-1
"A3L2XKXABNO0N5","cut","nail clippers",1,"scissors",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A3L2XKXABNO0N5","mask","napkins",2,"a wallet",4,0,0,"outside","below","C",0,0,0,0
"A3L2XKXABNO0N5","meat","turkey",1,"mushrooms",4,0,0,"outside","below","C",0,0,0,0
"A1S5SPI4NQPGSI","fridge","juice",1,"water",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A1S5SPI4NQPGSI","bag","chalk",2,"cash",4,0,0,"outside","below","C",0,0,0,0
"A1S5SPI4NQPGSI","mall","a pretzel stand",1,"a gift shop",4,0,0,"outside","below","C",0,0,0,0
"A1S5SPI4NQPGSI","bakery","cakes",0,"pretzels",3,0,0,"outside","below","C",0,0,0,0
"A1S5SPI4NQPGSI","salad","lettuce",0,"cigarettes",5,0,0,"outside","below","C",0,0,0,0
"A1S5SPI4NQPGSI","restaurant","salad",5,"cake",4,-1,1,"outside","above","D",0,-1,0,-1
"A1S5SPI4NQPGSI","gym","weightlifting",4,"swimming",3,-1,1,"outside","above","D",0,-1,0,-1
"A1S5SPI4NQPGSI","science","art",5,"math",3,-1,1,"outside","above","D",0,-1,0,-1
"A1S5SPI4NQPGSI","throw","a lawnmower",5,"a shovel",4,0,0,"outside","above","D",0,-1,0,-1
"A1S5SPI4NQPGSI","beach","a bikini",0,"shorts",1,-1,1,"inside","below","A",-1,0,0,-1
"A1S5SPI4NQPGSI","hot","a fan",0,"a shower",2,0,0,"inside","below","A",-1,0,0,-1
"A1S5SPI4NQPGSI","cold","blankets",1,"tea",2,0,0,"inside","below","A",-1,0,0,-1
"A1S5SPI4NQPGSI","transport","a car",0,"a motorcycle",1,-1,1,"inside","below","A",-1,0,0,-1
"A1S5SPI4NQPGSI","cut","batteries",5,"keys",2,0,0,"inside","above","B",-1,-1,-1,-1
"A1S5SPI4NQPGSI","mask","gloves",3,"a bandana",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A1S5SPI4NQPGSI","meat","mushrooms",4,"turkey",1,-1,1,"inside","above","B",-1,-1,-1,-1
"AF0W4ZBY7VXOU","fridge","meat",5,"ketchup",4,0,0,"outside","above","D",0,-1,0,-1
"AF0W4ZBY7VXOU","bag","cash",4,"makeup",3,0,0,"outside","above","D",0,-1,0,-1
"AF0W4ZBY7VXOU","mall","an electronics store",5,"a grocery store",3,0,0,"outside","above","D",0,-1,0,-1
"AF0W4ZBY7VXOU","bakery","water",5,"sandwiches",4,-1,1,"outside","above","D",0,-1,0,-1
"AF0W4ZBY7VXOU","salad","lettuce",0,"dressing",1,0,0,"inside","below","A",-1,0,0,-1
"AF0W4ZBY7VXOU","restaurant","cocktails",0,"soda",2,-1,1,"inside","below","A",-1,0,0,-1
"AF0W4ZBY7VXOU","gym","softball",1,"lacrosse",2,-1,1,"inside","below","A",-1,0,0,-1
"AF0W4ZBY7VXOU","science","physics",0,"geology",1,-1,1,"inside","below","A",-1,0,0,-1
"AF0W4ZBY7VXOU","throw","a lawnmower",5,"a boomerang",2,-1,1,"inside","above","B",-1,-1,-1,-1
"AF0W4ZBY7VXOU","beach","jeans",3,"a bikini",0,-1,1,"inside","above","B",-1,-1,-1,-1
"AF0W4ZBY7VXOU","hot","blankets",4,"a pool",1,0,0,"inside","above","B",-1,-1,-1,-1
"AF0W4ZBY7VXOU","cold","a sink",4,"tea",2,0,0,"inside","above","B",-1,-1,-1,-1
"AF0W4ZBY7VXOU","transport","a motorcycle",1,"a lawnmower",3,0,0,"outside","below","C",0,0,0,0
"AF0W4ZBY7VXOU","cut","thumb tacks",3,"a stapler",4,0,0,"outside","below","C",0,0,0,0
"AF0W4ZBY7VXOU","mask","napkins",2,"gloves",3,0,0,"outside","below","C",0,0,0,0
"AF0W4ZBY7VXOU","meat","crab",2,"rice",5,0,0,"outside","below","C",0,0,0,0
"A2EKR2ZFO10VMV","fridge","milk",2,"juice",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A2EKR2ZFO10VMV","bag","a pen",0,"cash",4,0,0,"outside","below","C",0,0,0,0
"A2EKR2ZFO10VMV","mall","a pretzel stand",1,"an electronics store",5,0,0,"outside","below","C",0,0,0,0
"A2EKR2ZFO10VMV","bakery","sandwiches",4,"water",5,0,0,"outside","below","C",0,0,0,0
"A2EKR2ZFO10VMV","salad","meat",3,"cigarettes",5,0,0,"outside","below","C",0,0,0,0
"A2EKR2ZFO10VMV","restaurant","salad",5,"soup",3,-1,1,"outside","above","D",0,-1,0,-1
"A2EKR2ZFO10VMV","gym","meditation",5,"weightlifting",4,0,0,"outside","above","D",0,-1,0,-1
"A2EKR2ZFO10VMV","science","philosophy",4,"math",3,0,0,"outside","above","D",0,-1,0,-1
"A2EKR2ZFO10VMV","throw","a lawnmower",5,"tires",3,0,0,"outside","above","D",0,-1,0,-1
"A2EKR2ZFO10VMV","beach","shorts",1,"sunglasses",2,0,0,"inside","below","A",-1,0,0,-1
"A2EKR2ZFO10VMV","hot","a fan",0,"a pool",1,-1,1,"inside","below","A",-1,0,0,-1
"A2EKR2ZFO10VMV","cold","a heater",0,"tea",2,-1,1,"inside","below","A",-1,0,0,-1
"A2EKR2ZFO10VMV","transport","a motorcycle",1,"roller blades",2,0,0,"inside","below","A",-1,0,0,-1
"A2EKR2ZFO10VMV","cut","batteries",5,"nail clippers",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A2EKR2ZFO10VMV","mask","a wallet",4,"a bandana",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A2EKR2ZFO10VMV","meat","tofu",3,"crab",2,-1,1,"inside","above","B",-1,-1,-1,-1
"A1OOCYEFLAJD98","fridge","juice",1,"ketchup",4,0,0,"outside","below","C",0,0,0,0
"A1OOCYEFLAJD98","bag","a pen",0,"makeup",3,0,0,"outside","below","C",0,0,0,0
"A1OOCYEFLAJD98","mall","a burger joint",0,"an electronics store",5,0,0,"outside","below","C",0,0,0,0
"A1OOCYEFLAJD98","bakery","water",5,"sandwiches",4,0,0,"outside","above","D",0,-1,0,-1
"A1OOCYEFLAJD98","salad","chips",4,"meat",3,0,0,"outside","above","D",0,-1,0,-1
"A1OOCYEFLAJD98","restaurant","salad",5,"soup",3,0,0,"outside","above","D",0,-1,0,-1
"A1OOCYEFLAJD98","gym","meditation",5,"weightlifting",4,0,0,"outside","above","D",0,-1,0,-1
"A1OOCYEFLAJD98","science","physics",0,"geology",1,-1,1,"inside","below","A",-1,0,0,-1
"A1OOCYEFLAJD98","throw","a football",0,"a boomerang",2,0,0,"inside","below","A",-1,0,0,-1
"A1OOCYEFLAJD98","beach","shorts",1,"sunglasses",2,0,0,"inside","below","A",-1,0,0,-1
"A1OOCYEFLAJD98","hot","a fan",0,"a pool",1,-1,1,"inside","below","A",-1,0,0,-1
"A1OOCYEFLAJD98","cold","a fridge",5,"tea",2,0,0,"inside","above","B",-1,-1,-1,-1
"A1OOCYEFLAJD98","transport","a lawnmower",3,"a car",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A1OOCYEFLAJD98","cut","a stapler",4,"nail clippers",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A1OOCYEFLAJD98","mask","a wallet",4,"napkins",2,0,0,"inside","above","B",-1,-1,-1,-1
"A1OOCYEFLAJD98","meat","turkey",1,"tofu",3,0,0,"outside","below","C",0,0,0,0
"A136K4YZY2OFTV","fridge","yogurt",3,"juice",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A136K4YZY2OFTV","bag","chalk",2,"a pen",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A136K4YZY2OFTV","mall","a coffee shop",2,"a pretzel stand",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A136K4YZY2OFTV","bakery","cakes",0,"sandwiches",4,0,0,"outside","below","C",0,0,0,0
"A136K4YZY2OFTV","salad","dressing",1,"cigarettes",5,0,0,"outside","below","C",0,0,0,0
"A136K4YZY2OFTV","restaurant","cake",4,"salad",5,-1,1,"outside","below","C",0,0,0,0
"A136K4YZY2OFTV","gym","swimming",3,"meditation",5,0,0,"outside","below","C",0,0,0,0
"A136K4YZY2OFTV","science","art",5,"math",3,-1,1,"outside","above","D",0,-1,0,-1
"A136K4YZY2OFTV","throw","a lawnmower",5,"a shovel",4,0,0,"outside","above","D",0,-1,0,-1
"A136K4YZY2OFTV","beach","a jacket",4,"jeans",3,0,0,"outside","above","D",0,-1,0,-1
"A136K4YZY2OFTV","hot","a heater",5,"a couch",3,0,0,"outside","above","D",0,-1,0,-1
"A136K4YZY2OFTV","cold","blankets",1,"tea",2,0,0,"inside","below","A",-1,0,0,-1
"A136K4YZY2OFTV","transport","a car",0,"a motorcycle",1,-1,1,"inside","below","A",-1,0,0,-1
"A136K4YZY2OFTV","cut","scissors",0,"keys",2,-1,1,"inside","below","A",-1,0,0,-1
"A136K4YZY2OFTV","mask","a handkerchief",1,"napkins",2,-1,1,"inside","below","A",-1,0,0,-1
"A136K4YZY2OFTV","meat","rice",5,"turkey",1,-1,1,"inside","above","B",-1,-1,-1,-1
"ANCIB6B6EBBIJ","fridge","meat",5,"ketchup",4,-1,1,"outside","above","D",0,-1,0,-1
"ANCIB6B6EBBIJ","bag","cash",4,"makeup",3,0,0,"outside","above","D",0,-1,0,-1
"ANCIB6B6EBBIJ","mall","a burger joint",0,"a coffee shop",2,0,0,"inside","below","A",-1,0,0,-1
"ANCIB6B6EBBIJ","bakery","ice cream",1,"muffins",2,-1,1,"inside","below","A",-1,0,0,-1
"ANCIB6B6EBBIJ","salad","lettuce",0,"dressing",1,0,0,"inside","below","A",-1,0,0,-1
"ANCIB6B6EBBIJ","restaurant","cocktails",0,"soda",2,0,0,"inside","below","A",-1,0,0,-1
"ANCIB6B6EBBIJ","gym","meditation",5,"basketball",0,-1,1,"inside","above","B",-1,-1,-1,-1
"ANCIB6B6EBBIJ","science","math",3,"geology",1,-1,1,"inside","above","B",-1,-1,-1,-1
"ANCIB6B6EBBIJ","throw","a boomerang",2,"a football",0,-1,1,"inside","above","B",-1,-1,-1,-1
"ANCIB6B6EBBIJ","beach","sunglasses",2,"shorts",1,0,0,"inside","above","B",-1,-1,-1,-1
"ANCIB6B6EBBIJ","hot","a fan",0,"blankets",4,0,0,"outside","below","C",0,0,0,0
"ANCIB6B6EBBIJ","cold","blankets",1,"a fridge",5,0,0,"outside","below","C",0,0,0,0
"ANCIB6B6EBBIJ","transport","chairs",4,"a hammer",5,0,0,"outside","below","C",0,0,0,0
"ANCIB6B6EBBIJ","cut","thumb tacks",3,"batteries",5,0,0,"outside","below","C",0,0,0,0
"ANCIB6B6EBBIJ","mask","candy",5,"gloves",3,0,0,"outside","above","D",0,-1,0,-1
"ANCIB6B6EBBIJ","meat","rice",5,"mushrooms",4,-1,1,"outside","above","D",0,-1,0,-1
"A3ROADR7T6811","fridge","water",0,"juice",1,-1,1,"inside","below","A",-1,0,0,-1
"A3ROADR7T6811","bag","a pen",0,"chalk",2,-1,1,"inside","below","A",-1,0,0,-1
"A3ROADR7T6811","mall","a pretzel stand",1,"a coffee shop",2,-1,1,"inside","below","A",-1,0,0,-1
"A3ROADR7T6811","bakery","cakes",0,"ice cream",1,-1,1,"inside","below","A",-1,0,0,-1
"A3ROADR7T6811","salad","cigarettes",5,"tuna",2,0,0,"inside","above","B",-1,-1,-1,-1
"A3ROADR7T6811","restaurant","soup",3,"cocktails",0,-1,1,"inside","above","B",-1,-1,-1,-1
"A3ROADR7T6811","gym","weightlifting",4,"softball",1,-1,1,"inside","above","B",-1,-1,-1,-1
"A3ROADR7T6811","science","philosophy",4,"zoology",2,-1,1,"inside","above","B",-1,-1,-1,-1
"A3ROADR7T6811","throw","a beach ball",1,"tires",3,0,0,"outside","below","C",0,0,0,0
"A3ROADR7T6811","beach","jeans",3,"a jacket",4,0,0,"outside","below","C",0,0,0,0
"A3ROADR7T6811","hot","a shower",2,"a couch",3,0,0,"outside","below","C",0,0,0,0
"A3ROADR7T6811","cold","tea",2,"a fridge",5,0,0,"outside","below","C",0,0,0,0
"A3ROADR7T6811","transport","chairs",4,"a lawnmower",3,0,0,"outside","above","D",0,-1,0,-1
"A3ROADR7T6811","cut","batteries",5,"thumb tacks",3,0,0,"outside","above","D",0,-1,0,-1
"A3ROADR7T6811","mask","candy",5,"a wallet",4,0,0,"outside","above","D",0,-1,0,-1
"A3ROADR7T6811","meat","mushrooms",4,"tofu",3,0,0,"outside","above","D",0,-1,0,-1
"AWVIOLZUKBNVU","fridge","ketchup",4,"yogurt",3,-1,1,"outside","above","D",0,-1,0,-1
"AWVIOLZUKBNVU","bag","a pen",0,"chalk",2,-1,1,"inside","below","A",-1,0,0,-1
"AWVIOLZUKBNVU","mall","a pretzel stand",1,"a coffee shop",2,-1,1,"inside","below","A",-1,0,0,-1
"AWVIOLZUKBNVU","bakery","cakes",0,"ice cream",1,-1,1,"inside","below","A",-1,0,0,-1
"AWVIOLZUKBNVU","salad","lettuce",0,"tuna",2,-1,1,"inside","below","A",-1,0,0,-1
"AWVIOLZUKBNVU","restaurant","salad",5,"cocktails",0,-1,1,"inside","above","B",-1,-1,-1,-1
"AWVIOLZUKBNVU","gym","swimming",3,"softball",1,-1,1,"inside","above","B",-1,-1,-1,-1
"AWVIOLZUKBNVU","science","zoology",2,"physics",0,-1,1,"inside","above","B",-1,-1,-1,-1
"AWVIOLZUKBNVU","throw","a boomerang",2,"a beach ball",1,-1,1,"inside","above","B",-1,-1,-1,-1
"AWVIOLZUKBNVU","beach","a bikini",0,"a jacket",4,0,0,"outside","below","C",0,0,0,0
"AWVIOLZUKBNVU","hot","a pool",1,"a heater",5,0,0,"outside","below","C",0,0,0,0
"AWVIOLZUKBNVU","cold","a sink",4,"a fridge",5,-1,1,"outside","below","C",0,0,0,0
"AWVIOLZUKBNVU","transport","a lawnmower",3,"a hammer",5,0,0,"outside","below","C",0,0,0,0
"AWVIOLZUKBNVU","cut","batteries",5,"thumb tacks",3,-1,1,"outside","above","D",0,-1,0,-1
"AWVIOLZUKBNVU","mask","candy",5,"a wallet",4,0,0,"outside","above","D",0,-1,0,-1
"AWVIOLZUKBNVU","meat","mushrooms",4,"tofu",3,0,0,"outside","above","D",0,-1,0,-1
"AZ69TBTDH7AZS","fridge","water",0,"milk",2,-1,1,"inside","below","A",-1,0,0,-1
"AZ69TBTDH7AZS","bag","headphones",5,"a pen",0,-1,1,"inside","above","B",-1,-1,-1,-1
"AZ69TBTDH7AZS","mall","a grocery store",3,"a pretzel stand",1,0,0,"inside","above","B",-1,-1,-1,-1
"AZ69TBTDH7AZS","bakery","muffins",2,"cakes",0,-1,1,"inside","above","B",-1,-1,-1,-1
"AZ69TBTDH7AZS","salad","tuna",2,"dressing",1,0,0,"inside","above","B",-1,-1,-1,-1
"AZ69TBTDH7AZS","restaurant","cocktails",0,"cake",4,-1,1,"outside","below","C",0,0,0,0
"AZ69TBTDH7AZS","gym","softball",1,"meditation",5,0,0,"outside","below","C",0,0,0,0
"AZ69TBTDH7AZS","science","philosophy",4,"art",5,-1,1,"outside","below","C",0,0,0,0
"AZ69TBTDH7AZS","throw","tires",3,"a lawnmower",5,0,0,"outside","below","C",0,0,0,0
"AZ69TBTDH7AZS","beach","a coat",5,"jeans",3,0,0,"outside","above","D",0,-1,0,-1
"AZ69TBTDH7AZS","hot","a heater",5,"blankets",4,0,0,"outside","above","D",0,-1,0,-1
"AZ69TBTDH7AZS","cold","a sink",4,"a microwave",3,0,0,"outside","above","D",0,-1,0,-1
"AZ69TBTDH7AZS","transport","a hammer",5,"a lawnmower",3,0,0,"outside","above","D",0,-1,0,-1
"AZ69TBTDH7AZS","cut","nail clippers",1,"keys",2,0,0,"inside","below","A",-1,0,0,-1
"AZ69TBTDH7AZS","mask","a bandana",0,"a handkerchief",1,0,0,"inside","below","A",-1,0,0,-1
"AZ69TBTDH7AZS","meat","chicken",0,"crab",2,-1,1,"inside","below","A",-1,0,0,-1
"A1W7QLLENVP2AE","fridge","meat",5,"ketchup",4,0,0,"outside","above","D",0,-1,0,-1
"A1W7QLLENVP2AE","bag","a pen",0,"crayons",1,-1,1,"inside","below","A",-1,0,0,-1
