context,trigger,query,item_id,human_rate,human_total,model_value,structure,variant,cv_fold,boundary,model,human_rank,model_rank
throw,lawnmower,tires,throw::lawnmower::tires,0.07692307692307693,13,0.018,ordering,top_k,4.0,100.0,Qwen2-7B,19.0,21.0
throw,shovel,beach ball,throw::shovel::beach ball,0.75,4,0.994,ordering,top_k,4.0,100.0,Qwen2-7B,10.5,5.5
throw,shovel,boomerang,throw::shovel::boomerang,0.6,5,0.858,ordering,top_k,4.0,100.0,Qwen2-7B,14.5,12.0
throw,shovel,football,throw::shovel::football,1.0,4,1.0,ordering,top_k,4.0,100.0,Qwen2-7B,2.5,1.5
throw,shovel,lawnmower,throw::shovel::lawnmower,0.0,5,0.82,ordering,top_k,4.0,100.0,Qwen2-7B,24.5,13.0
throw,shovel,tires,throw::shovel::tires,0.125,16,0.12,ordering,top_k,4.0,100.0,Qwen2-7B,18.0,18.0
throw,tires,beach ball,throw::tires::beach ball,0.6,5,1.0,ordering,top_k,4.0,100.0,Qwen2-7B,14.5,1.5
throw,tires,boomerang,throw::tires::boomerang,1.0,4,0.986,ordering,top_k,4.0,100.0,Qwen2-7B,2.5,7.0
throw,tires,football,throw::tires::football,0.8,5,1.0,ordering,top_k,4.0,100.0,Qwen2-7B,8.0,1.5
throw,tires,lawnmower,throw::tires::lawnmower,0.8,5,0.982,ordering,top_k,4.0,100.0,Qwen2-7B,8.0,8.0
throw,tires,shovel,throw::tires::shovel,0.3333333333333333,6,0.88,ordering,top_k,4.0,100.0,Qwen2-7B,16.5,11.0
transport,car,chairs,transport::car::chairs,0.0,5,0.0,ordering,top_k,5.0,100.0,Qwen2-7B,26.5,27.5
transport,car,hammer,transport::car::hammer,0.2,5,0.0,ordering,top_k,5.0,100.0,Qwen2-7B,20.0,27.5
transport,car,lawnmower,transport::car::lawnmower,0.25,4,0.004,ordering,top_k,5.0,100.0,Qwen2-7B,17.5,23.0
transport,car,motorcycle,transport::car::motorcycle,0.9047619047619048,21,0.128,ordering,top_k,5.0,100.0,Qwen2-7B,5.0,16.0
transport,car,roller blades,transport::car::roller blades,0.5625,16,0.0,ordering,top_k,5.0,100.0,Qwen2-7B,11.0,27.5
transport,chairs,car,transport::chairs::car,1.0,3,1.0,ordering,top_k,5.0,100.0,Qwen2-7B,2.0,1.5
transport,chairs,hammer,transport::chairs::hammer,0.0,4,0.948,ordering,top_k,5.0,100.0,Qwen2-7B,26.5,11.0
transport,chairs,lawnmower,transport::chairs::lawnmower,0.09090909090909091,22,0.994,ordering,top_k,5.0,100.0,Qwen2-7B,22.0,7.0
transport,chairs,motorcycle,transport::chairs::motorcycle,0.6,5,1.0,ordering,top_k,5.0,100.0,Qwen2-7B,9.5,1.5
transport,chairs,roller blades,transport::chairs::roller blades,0.6666666666666666,3,0.972,ordering,top_k,5.0,100.0,Qwen2-7B,8.0,8.0
transport,hammer,car,transport::hammer::car,0.6,5,1.0,ordering,top_k,5.0,100.0,Qwen2-7B,9.5,1.5
transport,hammer,chairs,transport::hammer::chairs,0.06666666666666667,15,0.052,ordering,top_k,5.0,100.0,Qwen2-7B,23.0,18.0
transport,hammer,lawnmower,transport::hammer::lawnmower,0.5555555555555556,18,0.964,ordering,top_k,5.0,100.0,Qwen2-7B,12.0,10.0
transport,hammer,motorcycle,transport::hammer::motorcycle,0.5,4,0.998,ordering,top_k,5.0,100.0,Qwen2-7B,15.0,4.5
transport,hammer,roller blades,transport::hammer::roller blades,0.8,5,0.74,ordering,top_k,5.0,100.0,Qwen2-7B,6.5,14.0
transport,lawnmower,car,transport::lawnmower::car,1.0,6,0.996,ordering,top_k,5.0,100.0,Qwen2-7B,2.0,6.0
transport,lawnmower,chairs,transport::lawnmower::chairs,0.2,5,0.006,ordering,top_k,5.0,100.0,Qwen2-7B,20.0,22.0
transport,lawnmower,hammer,transport::lawnmower::hammer,0.25,4,0.036,ordering,top_k,5.0,100.0,Qwen2-7B,17.5,19.0
transport,lawnmower,motorcycle,transport::lawnmower::motorcycle,1.0,5,0.968,ordering,top_k,5.0,100.0,Qwen2-7B,2.0,9.0
transport,lawnmower,roller blades,transport::lawnmower::roller blades,0.5,4,0.098,ordering,top_k,5.0,100.0,Qwen2-7B,15.0,17.0
transport,motorcycle,car,transport::motorcycle::car,0.8,5,0.872,ordering,top_k,5.0,100.0,Qwen2-7B,6.5,13.0
transport,motorcycle,chairs,transport::motorcycle::chairs,0.0,4,0.0,ordering,top_k,5.0,100.0,Qwen2-7B,26.5,27.5
transport,motorcycle,hammer,transport::motorcycle::hammer,0.0,5,0.002,ordering,top_k,5.0,100.0,Qwen2-7B,26.5,24.5
transport,motorcycle,lawnmower,transport::motorcycle::lawnmower,0.0,5,0.032,ordering,top_k,5.0,100.0,Qwen2-7B,26.5,20.0
transport,motorcycle,roller blades,transport::motorcycle::roller blades,0.5384615384615384,13,0.002,ordering,top_k,5.0,100.0,Qwen2-7B,13.0,24.5
transport,roller blades,car,transport::roller blades::car,1.0,5,1.0,ordering,top_k,5.0,100.0,Qwen2-7B,2.0,1.5
transport,roller blades,chairs,transport::roller blades::chairs,0.5,2,0.028,ordering,top_k,5.0,100.0,Qwen2-7B,15.0,21.0
transport,roller blades,hammer,transport::roller blades::hammer,0.2,5,0.26,ordering,top_k,5.0,100.0,Qwen2-7B,20.0,15.0
transport,roller blades,lawnmower,transport::roller blades::lawnmower,0.0,4,0.902,ordering,top_k,5.0,100.0,Qwen2-7B,26.5,12.0
transport,roller blades,motorcycle,transport::roller blades::motorcycle,1.0,6,0.998,ordering,top_k,5.0,100.0,Qwen2-7B,2.0,4.5
bag,cash,chalk,bag::cash::chalk,1.0,5,0.574,conjunction,top_k,0.0,100.0,Qwen2-7B,5.0,10.0
bag,cash,crayons,bag::cash::crayons,1.0,2,0.852,conjunction,top_k,0.0,100.0,Qwen2-7B,5.0,5.5
bag,cash,headphones,bag::cash::headphones,0.0,3,0.004,conjunction,top_k,0.0,100.0,Qwen2-7B,26.0,25.0
bag,cash,makeup,bag::cash::makeup,0.10526315789473684,19,0.13,conjunction,top_k,0.0,100.0,Qwen2-7B,22.0,15.0
bag,cash,pen,bag::cash::pen,1.0,5,0.998,conjunction,top_k,0.0,100.0,Qwen2-7B,5.0,1.0
bag,chalk,cash,bag::chalk::cash,0.0,6,0.006,conjunction,top_k,0.0,100.0,Qwen2-7B,26.0,21.0
bag,chalk,crayons,bag::chalk::crayons,1.0,6,0.636,conjunction,top_k,0.0,100.0,Qwen2-7B,5.0,8.0
bag,chalk,headphones,bag::chalk::headphones,0.2,5,0.004,conjunction,top_k,0.0,100.0,Qwen2-7B,18.0,25.0
bag,chalk,makeup,bag::chalk::makeup,0.2,5,0.1,conjunction,top_k,0.0,100.0,Qwen2-7B,18.0,16.0
bag,chalk,pen,bag::chalk::pen,1.0,5,0.936,conjunction,top_k,0.0,100.0,Qwen2-7B,5.0,3.0
bag,crayons,cash,bag::crayons::cash,0.0,5,0.004,conjunction,top_k,0.0,100.0,Qwen2-7B,26.0,25.0
bag,crayons,chalk,bag::crayons::chalk,0.8888888888888888,18,0.298,conjunction,top_k,0.0,100.0,Qwen2-7B,11.0,12.0
bag,crayons,headphones,bag::crayons::headphones,0.25,4,0.004,conjunction,top_k,0.0,100.0,Qwen2-7B,15.0,25.0
bag,crayons,makeup,bag::crayons::makeup,0.0,5,0.048,conjunction,top_k,0.0,100.0,Qwen2-7B,26.0,18.0
bag,crayons,pen,bag::crayons::pen,1.0,4,0.86,conjunction,top_k,0.0,100.0,Qwen2-7B,5.0,4.0
bag,headphones,cash,bag::headphones::cash,0.14285714285714285,14,0.006,conjunction,top_k,0.0,100.0,Qwen2-7B,21.0,21.0
bag,headphones,chalk,bag::headphones::chalk,0.4,5,0.578,conjunction,top_k,0.0,100.0,Qwen2-7B,14.0,9.0
bag,headphones,crayons,bag::headphones::crayons,1.0,3,0.852,conjunction,top_k,0.0,100.0,Qwen2-7B,5.0,5.5
bag,headphones,makeup,bag::headphones::makeup,0.21052631578947367,19,0.132,conjunction,top_k,0.0,100.0,Qwen2-7B,16.0,14.0
bag,headphones,pen,bag::headphones::pen,1.0,5,1.0,conjunction,top_k,0.0,100.0,Qwen2-7B,5.0,0.0
bag,makeup,cash,bag::makeup::cash,0.2,5,0.006,conjunction,top_k,0.0,100.0,Qwen2-7B,18.0,21.0
bag,makeup,chalk,bag::makeup::chalk,1.0,2,0.554,conjunction,top_k,0.0,100.0,Qwen2-7B,5.0,11.0
bag,makeup,crayons,bag::makeup::crayons,1.0,2,0.828,conjunction,top_k,0.0,100.0,Qwen2-7B,5.0,7.0
bag,makeup,headphones,bag::makeup::headphones,0.0,4,0.004,conjunction,top_k,0.0,100.0,Qwen2-7B,26.0,25.0
bag,makeup,pen,bag::makeup::pen,1.0,3,0.992,conjunction,top_k,0.0,100.0,Qwen2-7B,5.0,2.0
bag,pen,cash,bag::pen::cash,0.0,5,0.002,conjunction,top_k,0.0,100.0,Qwen2-7B,26.0,28.0
bag,pen,chalk,bag::pen::chalk,0.8571428571428571,21,0.064,conjunction,top_k,0.0,100.0,Qwen2-7B,13.0,17.0
bag,pen,crayons,bag::pen::crayons,0.8823529411764706,17,0.14,conjunction,top_k,0.0,100.0,Qwen2-7B,12.0,13.0
bag,pen,headphones,bag::pen::headphones,0.0,5,0.0,conjunction,top_k,0.0,100.0,Qwen2-7B,26.0,29.0
bag,pen,makeup,bag::pen::makeup,0.16666666666666666,6,0.008,conjunction,top_k,0.0,100.0,Qwen2-7B,20.0,19.0
bakery,cakes,ice cream,bakery::cakes::ice cream,0.8421052631578947,19,0.358,conjunction,top_k,1.0,100.0,Qwen2-7B,9.0,9.0
bakery,cakes,muffins,bakery::cakes::muffins,0.8888888888888888,18,0.032,conjunction,top_k,1.0,100.0,Qwen2-7B,8.0,21.0
bakery,cakes,pretzels,bakery::cakes::pretzels,0.5,6,0.026,conjunction,top_k,1.0,100.0,Qwen2-7B,17.0,24.5
bakery,cakes,sandwiches,bakery::cakes::sandwiches,0.4,5,0.01,conjunction,top_k,1.0,100.0,Qwen2-7B,21.0,28.5
bakery,cakes,water,bakery::cakes::water,0.0,5,0.016,conjunction,top_k,1.0,100.0,Qwen2-7B,27.0,27.0
bakery,ice cream,cakes,bakery::ice cream::cakes,1.0,5,0.636,conjunction,top_k,1.0,100.0,Qwen2-7B,3.5,8.0
bakery,ice cream,muffins,bakery::ice cream::muffins,0.5882352941176471,17,0.04,conjunction,top_k,1.0,100.0,Qwen2-7B,13.0,20.0
bakery,ice cream,pretzels,bakery::ice cream::pretzels,0.5,2,0.048,conjunction,top_k,1.0,100.0,Qwen2-7B,17.0,19.0
bakery,ice cream,sandwiches,bakery::ice cream::sandwiches,0.25,4,0.01,conjunction,top_k,1.0,100.0,Qwen2-7B,23.0,28.5
bakery,ice cream,water,bakery::ice cream::water,0.16666666666666666,6,0.026,conjunction,top_k,1.0,100.0,Qwen2-7B,24.0,24.5
bakery,muffins,cakes,bakery::muffins::cakes,1.0,5,0.946,conjunction,top_k,1.0,100.0,Qwen2-7B,3.5,3.0
bakery,muffins,ice cream,bakery::muffins::ice cream,1.0,2,0.828,conjunction,top_k,1.0,100.0,Qwen2-7B,3.5,5.5
bakery,muffins,pretzels,bakery::muffins::pretzels,0.4,5,0.094,conjunction,top_k,1.0,100.0,Qwen2-7B,21.0,15.0
bakery,muffins,sandwiches,bakery::muffins::sandwiches,0.0,2,0.026,conjunction,top_k,1.0,100.0,Qwen2-7B,27.0,24.5
bakery,muffins,water,bakery::muffins::water,0.0,5,0.054,conjunction,top_k,1.0,100.0,Qwen2-7B,27.0,16.5
bakery,pretzels,cakes,bakery::pretzels::cakes,1.0,5,0.948,conjunction,top_k,1.0,100.0,Qwen2-7B,3.5,2.0
bakery,pretzels,ice cream,bakery::pretzels::ice cream,1.0,5,0.814,conjunction,top_k,1.0,100.0,Qwen2-7B,3.5,7.0
bakery,pretzels,muffins,bakery::pretzels::muffins,1.0,3,0.108,conjunction,top_k,1.0,100.0,Qwen2-7B,3.5,11.5
bakery,pretzels,sandwiches,bakery::pretzels::sandwiches,0.4,5,0.028,conjunction,top_k,1.0,100.0,Qwen2-7B,21.0,22.0
bakery,pretzels,water,bakery::pretzels::water,0.0,4,0.052,conjunction,top_k,1.0,100.0,Qwen2-7B,27.0,18.0
bakery,sandwiches,cakes,bakery::sandwiches::cakes,1.0,3,0.962,conjunction,top_k,1.0,100.0,Qwen2-7B,3.5,0.0
bakery,sandwiches,ice cream,bakery::sandwiches::ice cream,1.0,5,0.846,conjunction,top_k,1.0,100.0,Qwen2-7B,3.5,4.0
bakery,sandwiches,muffins,bakery::sandwiches::muffins,0.6666666666666666,3,0.112,conjunction,top_k,1.0,100.0,Qwen2-7B,11.0,10.0
bakery,sandwiches,pretzels,bakery::sandwiches::pretzels,0.55,20,0.098,conjunction,top_k,1.0,100.0,Qwen2-7B,14.0,13.0
bakery,sandwiches,water,bakery::sandwiches::water,0.0,5,0.054,conjunction,top_k,1.0,100.0,Qwen2-7B,27.0,16.5
bakery,water,cakes,bakery::water::cakes,0.6666666666666666,3,0.958,conjunction,top_k,1.0,100.0,Qwen2-7B,11.0,1.0
bakery,water,ice cream,bakery::water::ice cream,0.6666666666666666,6,0.828,conjunction,top_k,1.0,100.0,Qwen2-7B,11.0,5.5
bakery,water,muffins,bakery::water::muffins,0.5,6,0.108,conjunction,top_k,1.0,100.0,Qwen2-7B,17.0,11.5
bakery,water,pretzels,bakery::water::pretzels,0.5384615384615384,13,0.096,conjunction,top_k,1.0,100.0,Qwen2-7B,15.0,14.0
bakery,water,sandwiches,bakery::water::sandwiches,0.42857142857142855,21,0.026,conjunction,top_k,1.0,100.0,Qwen2-7B,19.0,24.5
beach,bikini,coat,beach::bikini::coat,0.3333333333333333,3,0.042,conjunction,top_k,2.0,100.0,Qwen2-7B,21.0,27.0
beach,bikini,jacket,beach::bikini::jacket,0.25,4,0.116,conjunction,top_k,2.0,100.0,Qwen2-7B,23.0,20.5
beach,bikini,jeans,beach::bikini::jeans,0.5,6,0.466,conjunction,top_k,2.0,100.0,Qwen2-7B,17.0,11.0
beach,bikini,shorts,beach::bikini::shorts,0.7,20,0.918,conjunction,top_k,2.0,100.0,Qwen2-7B,10.0,3.0
beach,bikini,sunglasses,beach::bikini::sunglasses,0.16666666666666666,18,0.29,conjunction,top_k,2.0,100.0,Qwen2-7B,25.0,15.0
beach,coat,bikini,beach::coat::bikini,1.0,6,0.598,conjunction,top_k,2.0,100.0,Qwen2-7B,3.0,7.0
beach,coat,jacket,beach::coat::jacket,0.5454545454545454,11,0.172,conjunction,top_k,2.0,100.0,Qwen2-7B,14.0,17.0
beach,coat,jeans,beach::coat::jeans,0.5,16,0.674,conjunction,top_k,2.0,100.0,Qwen2-7B,17.0,5.0
beach,coat,shorts,beach::coat::shorts,1.0,5,0.992,conjunction,top_k,2.0,100.0,Qwen2-7B,3.0,0.0
beach,coat,sunglasses,beach::coat::sunglasses,0.0,3,0.412,conjunction,top_k,2.0,100.0,Qwen2-7B,28.0,13.0
beach,jacket,bikini,beach::jacket::bikini,1.0,2,0.56,conjunction,top_k,2.0,100.0,Qwen2-7B,3.0,8.0
beach,jacket,coat,beach::jacket::coat,1.0,3,0.07,conjunction,top_k,2.0,100.0,Qwen2-7B,3.0,23.0
beach,jacket,jeans,beach::jacket::jeans,0.45,20,0.618,conjunction,top_k,2.0,100.0,Qwen2-7B,20.0,6.0
beach,jacket,shorts,beach::jacket::shorts,0.6,5,0.98,conjunction,top_k,2.0,100.0,Qwen2-7B,12.0,1.0
beach,jacket,sunglasses,beach::jacket::sunglasses,0.5,4,0.386,conjunction,top_k,2.0,100.0,Qwen2-7B,17.0,14.0
beach,jeans,bikini,beach::jeans::bikini,1.0,5,0.414,conjunction,top_k,2.0,100.0,Qwen2-7B,3.0,12.0
beach,jeans,coat,beach::jeans::coat,0.6,5,0.048,conjunction,top_k,2.0,100.0,Qwen2-7B,12.0,26.0
beach,jeans,jacket,beach::jeans::jacket,0.0,6,0.12,conjunction,top_k,2.0,100.0,Qwen2-7B,28.0,19.0
beach,jeans,shorts,beach::jeans::shorts,1.0,5,0.884,conjunction,top_k,2.0,100.0,Qwen2-7B,3.0,4.0
beach,jeans,sunglasses,beach::jeans::sunglasses,0.25,4,0.266,conjunction,top_k,2.0,100.0,Qwen2-7B,23.0,16.0
beach,shorts,bikini,beach::shorts::bikini,0.75,4,0.082,conjunction,top_k,2.0,100.0,Qwen2-7B,8.5,22.0
beach,shorts,coat,beach::shorts::coat,0.75,4,0.008,conjunction,top_k,2.0,100.0,Qwen2-7B,8.5,29.0
beach,shorts,jacket,beach::shorts::jacket,0.25,4,0.02,conjunction,top_k,2.0,100.0,Qwen2-7B,23.0,28.0
beach,shorts,jeans,beach::shorts::jeans,0.6,5,0.116,conjunction,top_k,2.0,100.0,Qwen2-7B,12.0,20.5
beach,shorts,sunglasses,beach::shorts::sunglasses,0.15,20,0.052,conjunction,top_k,2.0,100.0,Qwen2-7B,26.0,25.0
beach,sunglasses,bikini,beach::sunglasses::bikini,1.0,5,0.492,conjunction,top_k,2.0,100.0,Qwen2-7B,3.0,10.0
beach,sunglasses,coat,beach::sunglasses::coat,0.0,5,0.056,conjunction,top_k,2.0,100.0,Qwen2-7B,28.0,24.0
beach,sunglasses,jacket,beach::sunglasses::jacket,0.8,5,0.154,conjunction,top_k,2.0,100.0,Qwen2-7B,7.0,18.0
beach,sunglasses,jeans,beach::sunglasses::jeans,0.5,6,0.558,conjunction,top_k,2.0,100.0,Qwen2-7B,17.0,9.0
beach,sunglasses,shorts,beach::sunglasses::shorts,0.5,4,0.948,conjunction,top_k,2.0,100.0,Qwen2-7B,17.0,2.0
cold,blankets,fridge,cold::blankets::fridge,0.0,4,0.018,conjunction,top_k,3.0,100.0,Qwen2-7B,24.5,10.5
cold,blankets,heater,cold::blankets::heater,1.0,2,0.996,conjunction,top_k,3.0,100.0,Qwen2-7B,1.0,0.5
cold,blankets,microwave,cold::blankets::microwave,0.0,5,0.142,conjunction,top_k,3.0,100.0,Qwen2-7B,24.5,6.0
cold,blankets,sink,cold::blankets::sink,0.0,4,0.008,conjunction,top_k,3.0,100.0,Qwen2-7B,24.5,15.5
cold,blankets,tea,cold::blankets::tea,0.2,20,0.004,conjunction,top_k,3.0,100.0,Qwen2-7B,17.0,19.5
cold,fridge,blankets,cold::fridge::blankets,0.3333333333333333,3,0.002,conjunction,top_k,3.0,100.0,Qwen2-7B,12.5,24.5
cold,fridge,heater,cold::fridge::heater,0.8,5,0.994,conjunction,top_k,3.0,100.0,Qwen2-7B,4.0,2.5
cold,fridge,microwave,cold::fridge::microwave,0.6923076923076923,13,0.142,conjunction,top_k,3.0,100.0,Qwen2-7B,5.0,6.0
cold,fridge,sink,cold::fridge::sink,0.23809523809523808,21,0.008,conjunction,top_k,3.0,100.0,Qwen2-7B,15.0,15.5
cold,fridge,tea,cold::fridge::tea,0.5,6,0.004,conjunction,top_k,3.0,100.0,Qwen2-7B,10.0,19.5
cold,heater,blankets,cold::heater::blankets,0.8333333333333334,18,0.0,conjunction,top_k,3.0,100.0,Qwen2-7B,3.0,28.5
cold,heater,fridge,cold::heater::fridge,0.0,4,0.002,conjunction,top_k,3.0,100.0,Qwen2-7B,24.5,24.5
cold,heater,microwave,cold::heater::microwave,0.2,5,0.014,conjunction,top_k,3.0,100.0,Qwen2-7B,17.0,13.0
cold,heater,sink,cold::heater::sink,0.0,5,0.0,conjunction,top_k,3.0,100.0,Qwen2-7B,24.5,28.5
cold,heater,tea,cold::heater::tea,0.125,16,0.002,conjunction,top_k,3.0,100.0,Qwen2-7B,19.0,24.5
cold,microwave,blankets,cold::microwave::blankets,0.6,5,0.002,conjunction,top_k,3.0,100.0,Qwen2-7B,6.5,24.5
cold,microwave,fridge,cold::microwave::fridge,0.5,4,0.018,conjunction,top_k,3.0,100.0,Qwen2-7B,10.0,10.5
cold,microwave,heater,cold::microwave::heater,1.0,5,0.982,conjunction,top_k,3.0,100.0,Qwen2-7B,1.0,4.0
cold,microwave,sink,cold::microwave::sink,0.0,4,0.008,conjunction,top_k,3.0,100.0,Qwen2-7B,24.5,15.5
cold,microwave,tea,cold::microwave::tea,0.2,5,0.004,conjunction,top_k,3.0,100.0,Qwen2-7B,17.0,19.5
cold,sink,blankets,cold::sink::blankets,0.3333333333333333,3,0.002,conjunction,top_k,3.0,100.0,Qwen2-7B,12.5,24.5
cold,sink,fridge,cold::sink::fridge,0.25,4,0.018,conjunction,top_k,3.0,100.0,Qwen2-7B,14.0,10.5
cold,sink,heater,cold::sink::heater,1.0,4,0.996,conjunction,top_k,3.0,100.0,Qwen2-7B,1.0,0.5
cold,sink,microwave,cold::sink::microwave,0.5294117647058824,17,0.14,conjunction,top_k,3.0,100.0,Qwen2-7B,8.0,8.0
cold,sink,tea,cold::sink::tea,0.0,5,0.004,conjunction,top_k,3.0,100.0,Qwen2-7B,24.5,19.5
cold,tea,blankets,cold::tea::blankets,0.6,5,0.002,conjunction,top_k,3.0,100.0,Qwen2-7B,6.5,24.5
cold,tea,fridge,cold::tea::fridge,0.0,6,0.018,conjunction,top_k,3.0,100.0,Qwen2-7B,24.5,10.5
cold,tea,heater,cold::tea::heater,0.5,6,0.994,conjunction,top_k,3.0,100.0,Qwen2-7B,10.0,2.5
cold,tea,microwave,cold::tea::microwave,0.0,5,0.142,conjunction,top_k,3.0,100.0,Qwen2-7B,24.5,6.0
cold,tea,sink,cold::tea::sink,0.0,4,0.008,conjunction,top_k,3.0,100.0,Qwen2-7B,24.5,15.5
cut,batteries,keys,cut::batteries::keys,0.16666666666666666,6,0.284,conjunction,top_k,4.0,100.0,Qwen2-7B,20.5,9.5
cut,batteries,nail clippers,cut::batteries::nail clippers,0.8,5,0.556,conjunction,top_k,4.0,100.0,Qwen2-7B,4.5,6.0
cut,batteries,scissors,cut::batteries::scissors,0.8,5,1.0,conjunction,top_k,4.0,100.0,Qwen2-7B,4.5,0.5
cut,batteries,stapler,cut::batteries::stapler,0.4444444444444444,18,0.164,conjunction,top_k,4.0,100.0,Qwen2-7B,12.0,14.0
cut,batteries,thumb tacks,cut::batteries::thumb tacks,0.38095238095238093,21,0.0,conjunction,top_k,4.0,100.0,Qwen2-7B,13.0,26.5
cut,keys,batteries,cut::keys::batteries,0.25,4,0.018,conjunction,top_k,4.0,100.0,Qwen2-7B,16.0,19.0
cut,keys,nail clippers,cut::keys::nail clippers,0.8,5,0.48,conjunction,top_k,4.0,100.0,Qwen2-7B,4.5,8.0
cut,keys,scissors,cut::keys::scissors,1.0,5,0.988,conjunction,top_k,4.0,100.0,Qwen2-7B,1.0,3.0
cut,keys,stapler,cut::keys::stapler,0.2,5,0.14,conjunction,top_k,4.0,100.0,Qwen2-7B,18.0,15.0
cut,keys,thumb tacks,cut::keys::thumb tacks,0.2,5,0.0,conjunction,top_k,4.0,100.0,Qwen2-7B,18.0,26.5
cut,nail clippers,batteries,cut::nail clippers::batteries,0.0,5,0.014,conjunction,top_k,4.0,100.0,Qwen2-7B,26.5,21.0
cut,nail clippers,keys,cut::nail clippers::keys,0.3125,16,0.236,conjunction,top_k,4.0,100.0,Qwen2-7B,15.0,12.0
cut,nail clippers,scissors,cut::nail clippers::scissors,1.0,4,0.98,conjunction,top_k,4.0,100.0,Qwen2-7B,1.0,4.0
cut,nail clippers,stapler,cut::nail clippers::stapler,0.5,2,0.102,conjunction,top_k,4.0,100.0,Qwen2-7B,11.0,16.0
cut,nail clippers,thumb tacks,cut::nail clippers::thumb tacks,0.6666666666666666,3,0.0,conjunction,top_k,4.0,100.0,Qwen2-7B,7.5,26.5
cut,scissors,batteries,cut::scissors::batteries,0.0,4,0.0,conjunction,top_k,4.0,100.0,Qwen2-7B,26.5,26.5
cut,scissors,keys,cut::scissors::keys,0.15,20,0.012,conjunction,top_k,4.0,100.0,Qwen2-7B,22.0,22.0
cut,scissors,nail clippers,cut::scissors::nail clippers,0.6363636363636364,11,0.02,conjunction,top_k,4.0,100.0,Qwen2-7B,9.0,17.5
cut,scissors,stapler,cut::scissors::stapler,0.16666666666666666,6,0.004,conjunction,top_k,4.0,100.0,Qwen2-7B,20.5,23.0
cut,scissors,thumb tacks,cut::scissors::thumb tacks,0.0,4,0.0,conjunction,top_k,4.0,100.0,Qwen2-7B,26.5,26.5
cut,stapler,batteries,cut::stapler::batteries,0.0,5,0.016,conjunction,top_k,4.0,100.0,Qwen2-7B,26.5,20.0
cut,stapler,keys,cut::stapler::keys,0.2,5,0.26,conjunction,top_k,4.0,100.0,Qwen2-7B,18.0,11.0
cut,stapler,nail clippers,cut::stapler::nail clippers,0.6666666666666666,6,0.522,conjunction,top_k,4.0,100.0,Qwen2-7B,7.5,7.0
cut,stapler,scissors,cut::stapler::scissors,1.0,4,0.996,conjunction,top_k,4.0,100.0,Qwen2-7B,1.0,2.0
cut,stapler,thumb tacks,cut::stapler::thumb tacks,0.11764705882352941,17,0.0,conjunction,top_k,4.0,100.0,Qwen2-7B,23.0,26.5
cut,thumb tacks,batteries,cut::thumb tacks::batteries,0.0,4,0.02,conjunction,top_k,4.0,100.0,Qwen2-7B,26.5,17.5
cut,thumb tacks,keys,cut::thumb tacks::keys,0.3333333333333333,3,0.284,conjunction,top_k,4.0,100.0,Qwen2-7B,14.0,9.5
cut,thumb tacks,nail clippers,cut::thumb tacks::nail clippers,0.6,5,0.564,conjunction,top_k,4.0,100.0,Qwen2-7B,10.0,5.0
cut,thumb tacks,scissors,cut::thumb tacks::scissors,0.8,5,1.0,conjunction,top_k,4.0,100.0,Qwen2-7B,4.5,0.5
cut,thumb tacks,stapler,cut::thumb tacks::stapler,0.0,5,0.166,conjunction,top_k,4.0,100.0,Qwen2-7B,26.5,13.0
fridge,juice,ketchup,fridge::juice::ketchup,0.3333333333333333,6,0.002,conjunction,top_k,5.0,100.0,Qwen2-7B,17.0,25.0
fridge,juice,meat,fridge::juice::meat,0.0,3,0.004,conjunction,top_k,5.0,100.0,Qwen2-7B,25.5,23.0
fridge,juice,milk,fridge::juice::milk,1.0,15,0.616,conjunction,top_k,5.0,100.0,Qwen2-7B,5.0,11.0
fridge,juice,water,fridge::juice::water,1.0,6,0.974,conjunction,top_k,5.0,100.0,Qwen2-7B,5.0,3.0
fridge,juice,yogurt,fridge::juice::yogurt,0.0,5,0.018,conjunction,top_k,5.0,100.0,Qwen2-7B,25.5,17.0
fridge,ketchup,juice,fridge::ketchup::juice,1.0,5,0.726,conjunction,top_k,5.0,100.0,Qwen2-7B,5.0,8.0
fridge,ketchup,meat,fridge::ketchup::meat,0.0,4,0.01,conjunction,top_k,5.0,100.0,Qwen2-7B,25.5,19.5
fridge,ketchup,milk,fridge::ketchup::milk,1.0,5,0.914,conjunction,top_k,5.0,100.0,Qwen2-7B,5.0,5.5
fridge,ketchup,water,fridge::ketchup::water,1.0,2,1.0,conjunction,top_k,5.0,100.0,Qwen2-7B,5.0,1.0
fridge,ketchup,yogurt,fridge::ketchup::yogurt,0.2222222222222222,18,0.038,conjunction,top_k,5.0,100.0,Qwen2-7B,18.0,13.5
fridge,meat,juice,fridge::meat::juice,1.0,5,0.724,conjunction,top_k,5.0,100.0,Qwen2-7B,5.0,9.0
fridge,meat,ketchup,fridge::meat::ketchup,0.16666666666666666,18,0.006,conjunction,top_k,5.0,100.0,Qwen2-7B,21.0,21.5
fridge,meat,milk,fridge::meat::milk,0.6666666666666666,3,0.914,conjunction,top_k,5.0,100.0,Qwen2-7B,14.0,5.5
fridge,meat,water,fridge::meat::water,1.0,2,1.0,conjunction,top_k,5.0,100.0,Qwen2-7B,5.0,1.0
