analysis_dataset_id,analysis_unit_id,human_rate,cv_fold,model_probability,human_rank,model_rank,model,group_type
rnx_esi,ESI::17,0.575,6,0.12,20.0,42.0,Ordering,within_condition
rnx_esi,ESI::18,0.2,7,0.164,36.0,39.0,Ordering,within_condition
rnx_esi,ESI::19,0.5,8,0.61,23.0,15.0,Ordering,within_condition
rnx_esi,ESI::20,0.2,9,0.008,36.0,57.0,Ordering,within_condition
rnx_esi,ESI::21,0.05,0,0.378,53.5,27.0,Ordering,within_condition
rnx_esi,ESI::22,0.175,1,0.78,38.5,9.0,Ordering,within_condition
rnx_esi,ESI::23,0.7,2,0.488,12.0,21.5,Ordering,within_condition
rnx_esi,ESI::24,0.1,3,0.324,43.5,29.0,Ordering,within_condition
rnx_esi,ESI::25,0.875,4,0.016,2.5,53.5,Ordering,within_condition
rnx_esi,ESI::26,0.875,5,0.038,2.5,46.0,Ordering,within_condition
rnx_esi,ESI::27,0.325,6,0.012,28.0,55.5,Ordering,within_condition
rnx_esi,ESI::28,0.7,7,0.264,12.0,31.0,Ordering,within_condition
rnx_esi,ESI::29,0.25,8,1.0,32.5,0.0,Ordering,within_condition
rnx_esi,ESI::30,0.1,9,0.206,43.5,35.0,Ordering,within_condition
rnx_esi,ESI::31,0.6,0,0.456,19.0,25.5,Ordering,within_condition
rnx_esi,ESI::32,0.475,1,0.994,24.0,2.0,Ordering,within_condition
rnx_esi,ESI::33,0.95,2,0.582,0.0,16.0,Ordering,within_condition
rnx_esi,ESI::34,0.65,3,0.978,16.0,3.0,Ordering,within_condition
rnx_esi,ESI::35,0.05,4,0.032,53.5,50.0,Ordering,within_condition
rnx_esi,ESI::36,0.825,5,0.152,5.0,41.0,Ordering,within_condition
rnx_esi,ESI::37,0.075,6,0.456,47.5,25.5,Ordering,within_condition
rnx_esi,ESI::38,0.775,7,0.488,8.5,21.5,Ordering,within_condition
rnx_esi,ESI::39,0.55,8,0.174,21.0,37.5,Ordering,within_condition
rnx_esi,ESI::40,0.8,9,0.174,7.0,37.5,Ordering,within_condition
rnx_esi,ESI::41,0.025,0,0.808,58.5,7.0,Ordering,within_condition
rnx_esi,ESI::42,0.075,1,0.548,47.5,17.5,Ordering,within_condition
rnx_esi,ESI::43,0.725,2,0.176,10.0,36.0,Ordering,within_condition
rnx_esi,ESI::44,0.825,3,0.786,5.0,8.0,Ordering,within_condition
rnx_esi,ESI::45,0.175,4,0.072,38.5,43.0,Ordering,within_condition
rnx_esi,ESI::46,0.1,5,0.862,43.5,6.0,Ordering,within_condition
rnx_esi,ESI::47,0.925,6,0.548,1.0,17.5,Ordering,within_condition
rnx_esi,ESI::48,0.275,7,0.642,30.5,13.0,Ordering,within_condition
rnx_esi,ESI::49,0.25,8,0.036,32.5,47.0,Ordering,within_condition
rnx_esi,ESI::50,0.025,9,0.524,58.5,19.5,Ordering,within_condition
rnx_esi,ESI::51,0.65,0,0.996,16.0,1.0,Ordering,within_condition
rnx_esi,ESI::52,0.775,1,0.636,8.5,14.0,Ordering,within_condition
rnx_esi,ESI::53,0.05,2,0.348,53.5,28.0,Ordering,within_condition
rnx_esi,ESI::54,0.1,3,0.322,43.5,30.0,Ordering,within_condition
rnx_esi,ESI::55,0.05,4,0.482,53.5,23.0,Ordering,within_condition
rnx_esi,ESI::56,0.65,5,0.208,16.0,34.0,Ordering,within_condition
rnx_esi,ESI::57,0.15,6,0.524,40.0,19.5,Ordering,within_condition
rnx_esi,ESI::58,0.4,7,0.69,26.0,11.0,Ordering,within_condition
rnx_esi,ESI::59,0.125,8,0.002,41.0,58.0,Ordering,within_condition
rnx_esi,ESI::60,0.075,9,0.032,47.5,50.0,Ordering,within_condition
rnx_esi,ESI::01,0.825,0,0.004,5.0,44.0,Conjunction Top-K,within_condition
rnx_esi,ESI::02,0.05,1,0.016,53.5,29.5,Conjunction Top-K,within_condition
rnx_esi,ESI::03,0.2,2,0.036,36.0,24.0,Conjunction Top-K,within_condition
rnx_esi,ESI::04,0.625,3,0.454,18.0,8.0,Conjunction Top-K,within_condition
rnx_esi,ESI::05,0.05,4,0.01,53.5,34.5,Conjunction Top-K,within_condition
rnx_esi,ESI::06,0.425,5,0.694,25.0,1.0,Conjunction Top-K,within_condition
rnx_esi,ESI::07,0.375,6,0.082,27.0,19.0,Conjunction Top-K,within_condition
rnx_esi,ESI::08,0.275,7,0.484,30.5,6.0,Conjunction Top-K,within_condition
rnx_esi,ESI::09,0.7,8,0.054,12.0,21.0,Conjunction Top-K,within_condition
rnx_esi,ESI::10,0.075,9,0.012,47.5,32.0,Conjunction Top-K,within_condition
rnx_esi,ESI::11,0.225,0,0.0,34.0,54.0,Conjunction Top-K,within_condition
rnx_esi,ESI::12,0.525,1,0.012,22.0,32.0,Conjunction Top-K,within_condition
rnx_esi,ESI::13,0.675,2,0.574,14.0,3.0,Conjunction Top-K,within_condition
rnx_esi,ESI::14,0.05,3,0.006,53.5,41.0,Conjunction Top-K,within_condition
rnx_esi,ESI::15,0.3,4,0.02,29.0,28.0,Conjunction Top-K,within_condition
rnx_esi,ESI::16,0.05,5,0.0,53.5,54.0,Conjunction Top-K,within_condition
rnx_esi,ESI::17,0.575,6,0.002,20.0,46.5,Conjunction Top-K,within_condition
rnx_esi,ESI::18,0.2,7,0.008,36.0,37.0,Conjunction Top-K,within_condition
rnx_esi,ESI::19,0.5,8,0.556,23.0,4.0,Conjunction Top-K,within_condition
rnx_esi,ESI::20,0.2,9,0.0,36.0,54.0,Conjunction Top-K,within_condition
rnx_esi,ESI::21,0.05,0,0.028,53.5,25.0,Conjunction Top-K,within_condition
rnx_esi,ESI::22,0.175,1,0.006,38.5,41.0,Conjunction Top-K,within_condition
rnx_esi,ESI::23,0.7,2,0.022,12.0,27.0,Conjunction Top-K,within_condition
rnx_esi,ESI::24,0.1,3,0.012,43.5,32.0,Conjunction Top-K,within_condition
rnx_esi,ESI::25,0.875,4,0.0,2.5,54.0,Conjunction Top-K,within_condition
rnx_esi,ESI::26,0.875,5,0.024,2.5,26.0,Conjunction Top-K,within_condition
rnx_esi,ESI::27,0.325,6,0.0,28.0,54.0,Conjunction Top-K,within_condition
rnx_esi,ESI::28,0.7,7,0.238,12.0,10.0,Conjunction Top-K,within_condition
rnx_esi,ESI::29,0.25,8,1.0,32.5,0.0,Conjunction Top-K,within_condition
rnx_esi,ESI::30,0.1,9,0.002,43.5,46.5,Conjunction Top-K,within_condition
rnx_esi,ESI::31,0.6,0,0.046,19.0,23.0,Conjunction Top-K,within_condition
rnx_esi,ESI::32,0.475,1,0.144,24.0,15.0,Conjunction Top-K,within_condition
rnx_esi,ESI::33,0.95,2,0.128,0.0,16.0,Conjunction Top-K,within_condition
rnx_esi,ESI::34,0.65,3,0.07,16.0,20.0,Conjunction Top-K,within_condition
rnx_esi,ESI::35,0.05,4,0.0,53.5,54.0,Conjunction Top-K,within_condition
rnx_esi,ESI::36,0.825,5,0.006,5.0,41.0,Conjunction Top-K,within_condition
rnx_esi,ESI::37,0.075,6,0.178,47.5,11.5,Conjunction Top-K,within_condition
rnx_esi,ESI::38,0.775,7,0.112,8.5,17.0,Conjunction Top-K,within_condition
rnx_esi,ESI::39,0.55,8,0.15,21.0,14.0,Conjunction Top-K,within_condition
rnx_esi,ESI::40,0.8,9,0.0,7.0,54.0,Conjunction Top-K,within_condition
rnx_esi,ESI::41,0.025,0,0.01,58.5,34.5,Conjunction Top-K,within_condition
rnx_esi,ESI::42,0.075,1,0.292,47.5,9.0,Conjunction Top-K,within_condition
rnx_esi,ESI::43,0.725,2,0.176,10.0,13.0,Conjunction Top-K,within_condition
rnx_esi,ESI::44,0.825,3,0.006,5.0,41.0,Conjunction Top-K,within_condition
rnx_esi,ESI::45,0.175,4,0.006,38.5,41.0,Conjunction Top-K,within_condition
rnx_esi,ESI::46,0.1,5,0.008,43.5,37.0,Conjunction Top-K,within_condition
rnx_esi,ESI::47,0.925,6,0.508,1.0,5.0,Conjunction Top-K,within_condition
rnx_esi,ESI::48,0.275,7,0.474,30.5,7.0,Conjunction Top-K,within_condition
rnx_esi,ESI::49,0.25,8,0.0,32.5,54.0,Conjunction Top-K,within_condition
rnx_esi,ESI::50,0.025,9,0.002,58.5,46.5,Conjunction Top-K,within_condition
rnx_esi,ESI::51,0.65,0,0.096,16.0,18.0,Conjunction Top-K,within_condition
rnx_esi,ESI::52,0.775,1,0.016,8.5,29.5,Conjunction Top-K,within_condition
rnx_esi,ESI::53,0.05,2,0.0,53.5,54.0,Conjunction Top-K,within_condition
rnx_esi,ESI::54,0.1,3,0.0,43.5,54.0,Conjunction Top-K,within_condition
rnx_esi,ESI::55,0.05,4,0.0,53.5,54.0,Conjunction Top-K,within_condition
rnx_esi,ESI::56,0.65,5,0.048,16.0,22.0,Conjunction Top-K,within_condition
rnx_esi,ESI::57,0.15,6,0.178,40.0,11.5,Conjunction Top-K,within_condition
rnx_esi,ESI::58,0.4,7,0.69,26.0,2.0,Conjunction Top-K,within_condition
rnx_esi,ESI::59,0.125,8,0.002,41.0,46.5,Conjunction Top-K,within_condition
rnx_esi,ESI::60,0.075,9,0.008,47.5,37.0,Conjunction Top-K,within_condition
rnx_esi,ESI::01,0.825,0,0.002,5.0,49.5,Conjunction Top-p,within_condition
rnx_esi,ESI::02,0.05,1,0.188,53.5,14.5,Conjunction Top-p,within_condition
rnx_esi,ESI::03,0.2,2,0.162,36.0,18.0,Conjunction Top-p,within_condition
rnx_esi,ESI::04,0.625,3,0.364,18.0,10.0,Conjunction Top-p,within_condition
rnx_esi,ESI::05,0.05,4,0.01,53.5,39.5,Conjunction Top-p,within_condition
rnx_esi,ESI::06,0.425,5,0.73,25.0,3.0,Conjunction Top-p,within_condition
rnx_esi,ESI::07,0.375,6,0.048,27.0,26.0,Conjunction Top-p,within_condition
rnx_esi,ESI::08,0.275,7,0.678,30.5,5.0,Conjunction Top-p,within_condition
rnx_esi,ESI::09,0.7,8,0.0,12.0,56.0,Conjunction Top-p,within_condition
rnx_esi,ESI::10,0.075,9,0.03,47.5,30.0,Conjunction Top-p,within_condition
rnx_esi,ESI::11,0.225,0,0.0,34.0,56.0,Conjunction Top-p,within_condition
rnx_esi,ESI::12,0.525,1,0.002,22.0,49.5,Conjunction Top-p,within_condition
rnx_esi,ESI::13,0.675,2,0.908,14.0,1.0,Conjunction Top-p,within_condition
rnx_esi,ESI::14,0.05,3,0.006,53.5,43.0,Conjunction Top-p,within_condition
rnx_esi,ESI::15,0.3,4,0.026,29.0,31.0,Conjunction Top-p,within_condition
rnx_esi,ESI::16,0.05,5,0.002,53.5,49.5,Conjunction Top-p,within_condition
rnx_esi,ESI::17,0.575,6,0.002,20.0,49.5,Conjunction Top-p,within_condition
rnx_esi,ESI::18,0.2,7,0.024,36.0,32.0,Conjunction Top-p,within_condition
rnx_esi,ESI::19,0.5,8,0.246,23.0,11.0,Conjunction Top-p,within_condition
rnx_esi,ESI::20,0.2,9,0.0,36.0,56.0,Conjunction Top-p,within_condition
rnx_esi,ESI::21,0.05,0,0.064,53.5,25.0,Conjunction Top-p,within_condition
rnx_esi,ESI::22,0.175,1,0.006,38.5,43.0,Conjunction Top-p,within_condition
rnx_esi,ESI::23,0.7,2,0.136,12.0,19.0,Conjunction Top-p,within_condition
rnx_esi,ESI::24,0.1,3,0.098,43.5,20.0,Conjunction Top-p,within_condition
rnx_esi,ESI::25,0.875,4,0.0,2.5,56.0,Conjunction Top-p,within_condition
rnx_esi,ESI::26,0.875,5,0.038,2.5,29.0,Conjunction Top-p,within_condition
rnx_esi,ESI::27,0.325,6,0.002,28.0,49.5,Conjunction Top-p,within_condition
rnx_esi,ESI::28,0.7,7,0.172,12.0,17.0,Conjunction Top-p,within_condition
rnx_esi,ESI::29,0.25,8,1.0,32.5,0.0,Conjunction Top-p,within_condition
rnx_esi,ESI::30,0.1,9,0.006,43.5,43.0,Conjunction Top-p,within_condition
rnx_esi,ESI::31,0.6,0,0.456,19.0,7.0,Conjunction Top-p,within_condition
rnx_esi,ESI::32,0.475,1,0.83,24.0,2.0,Conjunction Top-p,within_condition
rnx_esi,ESI::33,0.95,2,0.204,0.0,12.0,Conjunction Top-p,within_condition
rnx_esi,ESI::34,0.65,3,0.088,16.0,23.0,Conjunction Top-p,within_condition
rnx_esi,ESI::35,0.05,4,0.0,53.5,56.0,Conjunction Top-p,within_condition
rnx_esi,ESI::36,0.825,5,0.02,5.0,34.5,Conjunction Top-p,within_condition
rnx_esi,ESI::37,0.075,6,0.198,47.5,13.0,Conjunction Top-p,within_condition
rnx_esi,ESI::38,0.775,7,0.368,8.5,9.0,Conjunction Top-p,within_condition
rnx_esi,ESI::39,0.55,8,0.096,21.0,21.5,Conjunction Top-p,within_condition
rnx_esi,ESI::40,0.8,9,0.0,7.0,56.0,Conjunction Top-p,within_condition
rnx_esi,ESI::41,0.025,0,0.046,58.5,27.5,Conjunction Top-p,within_condition
rnx_esi,ESI::42,0.075,1,0.418,47.5,8.0,Conjunction Top-p,within_condition
rnx_esi,ESI::43,0.725,2,0.176,10.0,16.0,Conjunction Top-p,within_condition
rnx_esi,ESI::44,0.825,3,0.046,5.0,27.5,Conjunction Top-p,within_condition
rnx_esi,ESI::45,0.175,4,0.02,38.5,34.5,Conjunction Top-p,within_condition
rnx_esi,ESI::46,0.1,5,0.016,43.5,36.5,Conjunction Top-p,within_condition
rnx_esi,ESI::47,0.925,6,0.188,1.0,14.5,Conjunction Top-p,within_condition
rnx_esi,ESI::48,0.275,7,0.562,30.5,6.0,Conjunction Top-p,within_condition
rnx_esi,ESI::49,0.25,8,0.006,32.5,43.0,Conjunction Top-p,within_condition
rnx_esi,ESI::50,0.025,9,0.022,58.5,33.0,Conjunction Top-p,within_condition
rnx_esi,ESI::51,0.65,0,0.01,16.0,39.5,Conjunction Top-p,within_condition
rnx_esi,ESI::52,0.775,1,0.004,8.5,46.0,Conjunction Top-p,within_condition
rnx_esi,ESI::53,0.05,2,0.006,53.5,43.0,Conjunction Top-p,within_condition
rnx_esi,ESI::54,0.1,3,0.0,43.5,56.0,Conjunction Top-p,within_condition
rnx_esi,ESI::55,0.05,4,0.016,53.5,36.5,Conjunction Top-p,within_condition
rnx_esi,ESI::56,0.65,5,0.096,16.0,21.5,Conjunction Top-p,within_condition
rnx_esi,ESI::57,0.15,6,0.068,40.0,24.0,Conjunction Top-p,within_condition
rnx_esi,ESI::58,0.4,7,0.69,26.0,4.0,Conjunction Top-p,within_condition
rnx_esi,ESI::59,0.125,8,0.002,41.0,49.5,Conjunction Top-p,within_condition
rnx_esi,ESI::60,0.075,9,0.014,47.5,38.0,Conjunction Top-p,within_condition
rnx_esi,ESI::01,0.825,0,0.032,5.0,51.0,Disjunction Top-K,within_condition
rnx_esi,ESI::02,0.05,1,0.25,53.5,35.0,Disjunction Top-K,within_condition
rnx_esi,ESI::03,0.2,2,0.166,36.0,39.5,Disjunction Top-K,within_condition
rnx_esi,ESI::04,0.625,3,0.97,18.0,5.0,Disjunction Top-K,within_condition
rnx_esi,ESI::05,0.05,4,0.02,53.5,54.0,Disjunction Top-K,within_condition
rnx_esi,ESI::06,0.425,5,0.93,25.0,7.0,Disjunction Top-K,within_condition
rnx_esi,ESI::07,0.375,6,0.476,27.0,26.0,Disjunction Top-K,within_condition
rnx_esi,ESI::08,0.275,7,0.776,30.5,14.0,Disjunction Top-K,within_condition
rnx_esi,ESI::09,0.7,8,0.262,12.0,34.0,Disjunction Top-K,within_condition
rnx_esi,ESI::10,0.075,9,0.034,47.5,49.0,Disjunction Top-K,within_condition
rnx_esi,ESI::11,0.225,0,0.0,34.0,59.0,Disjunction Top-K,within_condition
rnx_esi,ESI::12,0.525,1,0.062,22.0,45.5,Disjunction Top-K,within_condition
rnx_esi,ESI::13,0.675,2,0.968,14.0,6.0,Disjunction Top-K,within_condition
rnx_esi,ESI::14,0.05,3,0.016,53.5,56.0,Disjunction Top-K,within_condition
rnx_esi,ESI::15,0.3,4,0.066,29.0,44.0,Disjunction Top-K,within_condition
rnx_esi,ESI::16,0.05,5,0.028,53.5,53.0,Disjunction Top-K,within_condition
rnx_esi,ESI::17,0.575,6,0.12,20.0,42.0,Disjunction Top-K,within_condition
rnx_esi,ESI::18,0.2,7,0.166,36.0,39.5,Disjunction Top-K,within_condition
rnx_esi,ESI::19,0.5,8,0.8,23.0,11.0,Disjunction Top-K,within_condition
rnx_esi,ESI::20,0.2,9,0.008,36.0,58.0,Disjunction Top-K,within_condition
rnx_esi,ESI::21,0.05,0,0.378,53.5,29.0,Disjunction Top-K,within_condition
rnx_esi,ESI::22,0.175,1,0.78,38.5,13.0,Disjunction Top-K,within_condition
rnx_esi,ESI::23,0.7,2,0.488,12.0,23.0,Disjunction Top-K,within_condition
rnx_esi,ESI::24,0.1,3,0.326,43.5,32.0,Disjunction Top-K,within_condition
rnx_esi,ESI::25,0.875,4,0.018,2.5,55.0,Disjunction Top-K,within_condition
rnx_esi,ESI::26,0.875,5,0.05,2.5,47.0,Disjunction Top-K,within_condition
rnx_esi,ESI::27,0.325,6,0.012,28.0,57.0,Disjunction Top-K,within_condition
rnx_esi,ESI::28,0.7,7,0.47,12.0,27.0,Disjunction Top-K,within_condition
rnx_esi,ESI::29,0.25,8,1.0,32.5,0.5,Disjunction Top-K,within_condition
rnx_esi,ESI::30,0.1,9,0.206,43.5,37.0,Disjunction Top-K,within_condition
rnx_esi,ESI::31,0.6,0,0.458,19.0,28.0,Disjunction Top-K,within_condition
rnx_esi,ESI::32,0.475,1,0.994,24.0,3.0,Disjunction Top-K,within_condition
rnx_esi,ESI::33,0.95,2,0.586,0.0,19.0,Disjunction Top-K,within_condition
rnx_esi,ESI::34,0.65,3,0.978,16.0,4.0,Disjunction Top-K,within_condition
rnx_esi,ESI::35,0.05,4,0.032,53.5,51.0,Disjunction Top-K,within_condition
rnx_esi,ESI::36,0.825,5,0.152,5.0,41.0,Disjunction Top-K,within_condition
rnx_esi,ESI::37,0.075,6,0.486,47.5,24.0,Disjunction Top-K,within_condition
rnx_esi,ESI::38,0.775,7,0.496,8.5,22.0,Disjunction Top-K,within_condition
rnx_esi,ESI::39,0.55,8,0.348,21.0,30.5,Disjunction Top-K,within_condition
rnx_esi,ESI::40,0.8,9,0.174,7.0,38.0,Disjunction Top-K,within_condition
rnx_esi,ESI::41,0.025,0,0.808,58.5,10.0,Disjunction Top-K,within_condition
rnx_esi,ESI::42,0.075,1,0.602,47.5,18.0,Disjunction Top-K,within_condition
rnx_esi,ESI::43,0.725,2,0.856,10.0,9.0,Disjunction Top-K,within_condition
rnx_esi,ESI::44,0.825,3,0.786,5.0,12.0,Disjunction Top-K,within_condition
rnx_esi,ESI::45,0.175,4,0.072,38.5,43.0,Disjunction Top-K,within_condition
rnx_esi,ESI::46,0.1,5,0.862,43.5,8.0,Disjunction Top-K,within_condition
rnx_esi,ESI::47,0.925,6,0.772,1.0,15.0,Disjunction Top-K,within_condition
rnx_esi,ESI::48,0.275,7,0.754,30.5,16.0,Disjunction Top-K,within_condition
rnx_esi,ESI::49,0.25,8,0.036,32.5,48.0,Disjunction Top-K,within_condition
rnx_esi,ESI::50,0.025,9,0.524,58.5,21.0,Disjunction Top-K,within_condition
rnx_esi,ESI::51,0.65,0,0.996,16.0,2.0,Disjunction Top-K,within_condition
rnx_esi,ESI::52,0.775,1,0.636,8.5,17.0,Disjunction Top-K,within_condition
rnx_esi,ESI::53,0.05,2,0.348,53.5,30.5,Disjunction Top-K,within_condition
rnx_esi,ESI::54,0.1,3,0.322,43.5,33.0,Disjunction Top-K,within_condition
rnx_esi,ESI::55,0.05,4,0.482,53.5,25.0,Disjunction Top-K,within_condition
rnx_esi,ESI::56,0.65,5,0.21,16.0,36.0,Disjunction Top-K,within_condition
rnx_esi,ESI::57,0.15,6,0.542,40.0,20.0,Disjunction Top-K,within_condition
rnx_esi,ESI::58,0.4,7,1.0,26.0,0.5,Disjunction Top-K,within_condition
rnx_esi,ESI::59,0.125,8,0.062,41.0,45.5,Disjunction Top-K,within_condition
rnx_esi,ESI::60,0.075,9,0.032,47.5,51.0,Disjunction Top-K,within_condition
rnx_esi,ESI::01,0.825,0,0.032,5.0,50.0,Disjunction Top-p,within_condition
rnx_esi,ESI::02,0.05,1,0.374,53.5,30.0,Disjunction Top-p,within_condition
rnx_esi,ESI::03,0.2,2,0.494,36.0,25.0,Disjunction Top-p,within_condition
rnx_esi,ESI::04,0.625,3,0.966,18.0,8.0,Disjunction Top-p,within_condition
rnx_esi,ESI::05,0.05,4,0.02,53.5,54.5,Disjunction Top-p,within_condition
rnx_esi,ESI::06,0.425,5,0.968,25.0,7.0,Disjunction Top-p,within_condition
rnx_esi,ESI::07,0.375,6,0.468,27.0,28.0,Disjunction Top-p,within_condition
rnx_esi,ESI::08,0.275,7,0.946,30.5,9.0,Disjunction Top-p,within_condition
rnx_esi,ESI::09,0.7,8,0.258,12.0,35.0,Disjunction Top-p,within_condition
rnx_esi,ESI::10,0.075,9,0.06,47.5,47.0,Disjunction Top-p,within_condition
rnx_esi,ESI::11,0.225,0,0.0,34.0,59.0,Disjunction Top-p,within_condition
rnx_esi,ESI::12,0.525,1,0.062,22.0,46.0,Disjunction Top-p,within_condition
rnx_esi,ESI::13,0.675,2,0.996,14.0,4.0,Disjunction Top-p,within_condition
rnx_esi,ESI::14,0.05,3,0.016,53.5,56.5,Disjunction Top-p,within_condition
rnx_esi,ESI::15,0.3,4,0.068,29.0,45.0,Disjunction Top-p,within_condition
rnx_esi,ESI::16,0.05,5,0.028,53.5,52.0,Disjunction Top-p,within_condition
rnx_esi,ESI::17,0.575,6,0.12,20.0,43.0,Disjunction Top-p,within_condition
rnx_esi,ESI::18,0.2,7,0.17,36.0,40.0,Disjunction Top-p,within_condition
rnx_esi,ESI::19,0.5,8,0.634,23.0,18.0,Disjunction Top-p,within_condition
rnx_esi,ESI::20,0.2,9,0.008,36.0,58.0,Disjunction Top-p,within_condition
rnx_esi,ESI::21,0.05,0,0.378,53.5,29.0,Disjunction Top-p,within_condition
rnx_esi,ESI::22,0.175,1,0.78,38.5,15.0,Disjunction Top-p,within_condition
rnx_esi,ESI::23,0.7,2,0.496,12.0,24.0,Disjunction Top-p,within_condition
rnx_esi,ESI::24,0.1,3,0.344,43.5,32.0,Disjunction Top-p,within_condition
rnx_esi,ESI::25,0.875,4,0.016,2.5,56.5,Disjunction Top-p,within_condition
rnx_esi,ESI::26,0.875,5,0.122,2.5,42.0,Disjunction Top-p,within_condition
rnx_esi,ESI::27,0.325,6,0.024,28.0,53.0,Disjunction Top-p,within_condition
rnx_esi,ESI::28,0.7,7,0.338,12.0,33.0,Disjunction Top-p,within_condition
rnx_esi,ESI::29,0.25,8,1.0,32.5,0.5,Disjunction Top-p,within_condition
rnx_esi,ESI::30,0.1,9,0.206,43.5,37.0,Disjunction Top-p,within_condition
rnx_esi,ESI::31,0.6,0,0.998,19.0,2.0,Disjunction Top-p,within_condition
rnx_esi,ESI::32,0.475,1,0.996,24.0,4.0,Disjunction Top-p,within_condition
rnx_esi,ESI::33,0.95,2,0.596,0.0,20.0,Disjunction Top-p,within_condition
rnx_esi,ESI::34,0.65,3,0.978,16.0,6.0,Disjunction Top-p,within_condition
rnx_esi,ESI::35,0.05,4,0.032,53.5,50.0,Disjunction Top-p,within_condition
rnx_esi,ESI::36,0.825,5,0.158,5.0,41.0,Disjunction Top-p,within_condition
rnx_esi,ESI::37,0.075,6,0.492,47.5,26.0,Disjunction Top-p,within_condition
rnx_esi,ESI::38,0.775,7,0.63,8.5,19.0,Disjunction Top-p,within_condition
rnx_esi,ESI::39,0.55,8,0.202,21.0,38.0,Disjunction Top-p,within_condition
rnx_esi,ESI::40,0.8,9,0.174,7.0,39.0,Disjunction Top-p,within_condition
rnx_esi,ESI::41,0.025,0,0.808,58.5,12.0,Disjunction Top-p,within_condition
rnx_esi,ESI::42,0.075,1,0.688,47.5,16.0,Disjunction Top-p,within_condition
rnx_esi,ESI::43,0.725,2,0.788,10.0,13.0,Disjunction Top-p,within_condition
rnx_esi,ESI::44,0.825,3,0.786,5.0,14.0,Disjunction Top-p,within_condition
rnx_esi,ESI::45,0.175,4,0.074,38.5,44.0,Disjunction Top-p,within_condition
rnx_esi,ESI::46,0.1,5,0.862,43.5,10.0,Disjunction Top-p,within_condition
rnx_esi,ESI::47,0.925,6,0.576,1.0,21.0,Disjunction Top-p,within_condition
rnx_esi,ESI::48,0.275,7,0.822,30.5,11.0,Disjunction Top-p,within_condition
rnx_esi,ESI::49,0.25,8,0.036,32.5,48.0,Disjunction Top-p,within_condition
rnx_esi,ESI::50,0.025,9,0.524,58.5,23.0,Disjunction Top-p,within_condition
rnx_esi,ESI::51,0.65,0,0.996,16.0,4.0,Disjunction Top-p,within_condition
rnx_esi,ESI::52,0.775,1,0.636,8.5,17.0,Disjunction Top-p,within_condition
rnx_esi,ESI::53,0.05,2,0.348,53.5,31.0,Disjunction Top-p,within_condition
rnx_esi,ESI::54,0.1,3,0.322,43.5,34.0,Disjunction Top-p,within_condition
rnx_esi,ESI::55,0.05,4,0.482,53.5,27.0,Disjunction Top-p,within_condition
rnx_esi,ESI::56,0.65,5,0.236,16.0,36.0,Disjunction Top-p,within_condition
rnx_esi,ESI::57,0.15,6,0.526,40.0,22.0,Disjunction Top-p,within_condition
rnx_esi,ESI::58,0.4,7,1.0,26.0,0.5,Disjunction Top-p,within_condition
rnx_esi,ESI::59,0.125,8,0.02,41.0,54.5,Disjunction Top-p,within_condition
rnx_esi,ESI::60,0.075,9,0.032,47.5,50.0,Disjunction Top-p,within_condition
rnx_eweak,Eweak::01,0.7179487179,0,5.5034702585518046e-05,5.0,59.0,No linking structure,within_condition
rnx_eweak,Eweak::02,0.119047619,1,0.001956465680370758,48.0,43.0,No linking structure,within_condition
rnx_eweak,Eweak::03,0.1538461538,2,0.000981065531669498,39.0,48.0,No linking structure,within_condition
rnx_eweak,Eweak::04,0.3333333333,3,0.005786598071840812,24.0,34.0,No linking structure,within_condition
rnx_eweak,Eweak::05,0.1282051282,4,0.0028334005109098797,44.0,40.0,No linking structure,within_condition
rnx_eweak,Eweak::06,0.4285714286,5,0.030181721118330333,21.0,19.0,No linking structure,within_condition
rnx_eweak,Eweak::07,0.2564102564,6,0.005412048240857945,30.0,36.0,No linking structure,within_condition
rnx_eweak,Eweak::08,0.1666666667,7,0.029341991332371246,37.5,21.0,No linking structure,within_condition
rnx_eweak,Eweak::09,0.6923076923,8,0.009197775117666455,8.0,30.0,No linking structure,within_condition
rnx_eweak,Eweak::10,0.0476190476,9,0.03738466326088377,57.0,16.0,No linking structure,within_condition
rnx_eweak,Eweak::11,0.2564102564,0,0.00015768191013436185,30.0,56.0,No linking structure,within_condition
rnx_eweak,Eweak::12,0.4047619048,1,0.07655423825147523,22.0,8.0,No linking structure,within_condition
rnx_eweak,Eweak::13,0.6153846154,2,0.07716630556352767,13.0,7.0,No linking structure,within_condition
rnx_eweak,Eweak::14,0.119047619,3,0.13845716083725237,48.0,2.0,No linking structure,within_condition
rnx_eweak,Eweak::15,0.2564102564,4,0.021580077953002628,30.0,22.0,No linking structure,within_condition
rnx_eweak,Eweak::16,0.0952380952,5,0.013991914313011375,52.5,24.0,No linking structure,within_condition
rnx_eweak,Eweak::17,0.6153846154,6,0.00040095080113243986,13.0,53.0,No linking structure,within_condition
rnx_eweak,Eweak::18,0.1666666667,7,0.005167000797324371,37.5,37.0,No linking structure,within_condition
rnx_eweak,Eweak::19,0.3076923077,8,0.05699458460022928,25.0,10.0,No linking structure,within_condition
rnx_eweak,Eweak::20,0.2619047619,9,0.032139092600279175,28.0,17.0,No linking structure,within_condition
rnx_eweak,Eweak::21,0.1025641026,0,0.01223507924915474,50.5,27.0,No linking structure,within_condition
